date,Airport,temp,tmin,tmax,prcp,wspd
2023-05-02,SFO,11.8,10.0,14.4,12.2,13.7
2023-05-03,SFO,12.6,10.6,15.6,5.1,14.4
2023-05-04,SFO,12.3,10.6,15.6,0.3,12.6
2023-05-05,SFO,13.3,11.7,16.1,0.0,11.5
2023-05-06,SFO,13.8,11.7,17.2,0.5,13.7
2023-05-07,SFO,13.8,10.0,18.3,0.0,13.7
2023-05-08,SFO,13.9,11.1,18.3,0.0,18.0
2023-05-09,SFO,14.4,11.7,18.3,0.0,23.4
2023-05-10,SFO,13.9,12.2,16.7,0.0,22.3
2023-05-11,SFO,14.2,12.2,17.2,0.0,24.1
2023-05-12,SFO,14.2,11.7,20.6,0.0,25.9
2023-05-13,SFO,15.2,11.7,27.8,0.0,15.1
2023-05-14,SFO,16.7,11.7,22.2,0.0,13.3
2023-05-15,SFO,16.9,12.8,20.0,0.0,18.0
2023-05-16,SFO,15.5,12.2,22.2,0.0,23.4
2023-05-17,SFO,14.3,11.7,17.8,0.0,23.4
2023-05-18,SFO,14.2,12.2,17.8,0.0,21.6
2023-05-19,SFO,14.7,12.8,17.8,0.0,22.3
2023-05-20,SFO,14.1,12.2,17.2,0.0,22.3
2023-05-21,SFO,14.8,12.2,20.0,0.0,18.0
2023-05-22,SFO,15.1,11.1,21.7,0.0,14.8
2023-05-23,SFO,14.8,12.2,19.4,0.0,19.4
2023-05-24,SFO,14.6,12.2,18.9,0.0,16.6
2023-05-25,SFO,14.5,12.2,18.3,0.0,18.0
2023-05-26,SFO,14.9,12.8,18.9,0.0,18.0
2023-05-27,SFO,15.1,12.2,20.0,0.0,19.8
2023-05-28,SFO,13.9,12.8,16.1,0.0,16.2
2023-05-29,SFO,15.0,12.8,20.0,0.0,19.4
2023-05-30,SFO,15.9,13.3,19.4,0.0,18.4
2023-05-31,SFO,14.6,12.2,18.3,0.0,21.2
2023-06-01,SFO,14.9,12.2,20.0,0.0,17.6
2023-06-02,SFO,14.8,11.1,20.0,0.0,18.0
2023-06-03,SFO,15.2,11.1,21.7,0.0,16.6
2023-06-04,SFO,15.6,11.7,20.6,0.0,20.9
2023-06-05,SFO,15.4,12.2,21.1,0.0,15.5
2023-06-06,SFO,16.9,15.6,20.6,0.3,23.0
2023-06-07,SFO,17.1,14.4,21.1,0.0,18.7
2023-06-08,SFO,17.4,13.9,21.1,0.0,18.7
2023-06-09,SFO,16.3,13.3,18.9,0.0,19.4
2023-06-10,SFO,14.8,12.8,21.1,0.0,17.6
2023-06-11,SFO,15.6,12.8,21.1,0.0,13.3
2023-06-12,SFO,16.4,13.9,21.1,0.0,15.8
2023-06-13,SFO,16.9,13.9,21.1,0.0,16.2
2023-06-14,SFO,16.4,13.9,21.7,0.0,15.5
2023-06-15,SFO,16.8,13.3,23.9,0.0,16.2
2023-06-16,SFO,17.4,13.9,22.8,0.0,16.9
2023-06-17,SFO,17.2,14.4,22.2,0.0,18.4
2023-06-18,SFO,16.7,13.9,20.6,0.0,32.0
2023-06-19,SFO,15.6,12.8,18.9,0.0,39.6
2023-06-20,SFO,15.4,11.7,20.6,0.0,25.6
2023-06-21,SFO,14.9,11.7,20.0,0.0,21.6
2023-06-22,SFO,15.0,12.2,20.6,0.0,16.2
2023-06-23,SFO,16.2,14.4,20.0,0.0,18.7
2023-06-24,SFO,15.8,13.9,19.4,0.0,22.3
2023-06-25,SFO,15.4,12.8,18.3,0.0,20.9
2023-06-26,SFO,14.7,12.8,18.3,0.0,22.7
2023-06-27,SFO,14.1,12.2,18.3,0.0,21.6
2023-06-28,SFO,14.0,12.2,18.3,0.0,21.6
2023-06-29,SFO,15.4,12.2,21.7,0.0,18.7
2023-06-30,SFO,15.7,12.2,21.7,0.0,21.6
2023-07-01,SFO,16.8,12.2,27.2,0.0,15.5
2023-07-02,SFO,21.3,15.6,27.2,0.0,18.7
2023-07-03,SFO,18.9,14.4,22.8,0.0,16.6
2023-07-04,SFO,16.9,13.3,21.7,0.0,17.3
2023-07-05,SFO,16.8,13.3,22.8,0.0,14.4
2023-07-06,SFO,16.7,14.4,20.0,0.0,21.2
2023-07-07,SFO,14.8,12.8,17.2,0.0,26.3
2023-07-08,SFO,15.2,12.8,18.9,0.0,35.3
2023-07-09,SFO,14.3,12.8,17.8,0.0,23.0
2023-07-10,SFO,15.1,12.2,18.9,0.0,24.5
2023-07-11,SFO,15.7,12.2,21.7,0.0,21.6
2023-07-12,SFO,15.2,12.8,18.9,0.0,22.3
2023-07-13,SFO,15.8,12.2,22.8,0.0,23.8
2023-07-14,SFO,16.8,12.8,24.4,0.0,22.0
2023-07-15,SFO,16.6,13.3,26.1,0.0,20.5
2023-07-16,SFO,17.6,13.9,23.9,0.0,20.2
2023-07-17,SFO,18.5,15.6,23.9,0.0,18.0
2023-07-18,SFO,17.4,13.9,21.1,0.0,23.8
2023-07-19,SFO,16.2,13.9,21.1,0.0,19.1
2023-07-20,SFO,16.5,12.8,22.8,0.0,20.2
2023-07-21,SFO,16.8,13.3,22.8,0.0,24.1
2023-07-22,SFO,17.6,12.8,26.1,0.0,21.6
2023-07-23,SFO,17.9,15.6,21.1,0.0,21.6
2023-07-24,SFO,17.1,13.3,21.1,0.0,22.7
2023-07-25,SFO,17.4,13.9,24.4,0.0,24.8
2023-07-26,SFO,17.6,14.4,21.1,0.0,24.1
2023-07-27,SFO,16.7,13.9,20.6,0.0,21.6
2023-07-28,SFO,16.7,13.3,22.2,0.0,22.3
2023-07-29,SFO,17.1,13.3,21.7,0.0,24.5
2023-07-30,SFO,16.8,13.3,23.3,0.0,21.6
2023-07-31,SFO,17.3,13.9,21.1,0.0,20.9
2023-08-01,SFO,17.2,14.4,22.2,0.0,20.2
2023-08-02,SFO,16.8,14.4,19.4,0.0,21.6
2023-08-03,SFO,16.4,14.4,19.4,0.0,23.8
2023-08-04,SFO,16.9,14.4,21.7,0.0,20.9
2023-08-05,SFO,17.3,13.9,23.9,0.0,20.9
2023-08-06,SFO,18.2,13.9,25.0,0.0,19.1
2023-08-07,SFO,19.7,15.0,26.7,0.0,18.7
2023-08-08,SFO,17.7,13.9,23.9,0.0,13.7
2023-08-09,SFO,18.4,14.4,23.9,0.0,16.9
2023-08-10,SFO,18.5,15.0,27.2,0.0,12.2
2023-08-11,SFO,19.6,16.7,25.6,0.0,16.2
2023-08-12,SFO,18.8,15.0,23.9,0.0,17.3
2023-08-13,SFO,18.3,14.4,25.6,0.0,18.4
2023-08-14,SFO,19.0,15.6,23.3,0.0,18.4
2023-08-15,SFO,19.2,15.0,26.7,0.0,20.2
2023-08-16,SFO,19.0,15.6,25.0,0.0,20.9
2023-08-17,SFO,19.1,15.6,23.9,0.0,21.6
2023-08-18,SFO,20.1,17.2,26.7,0.0,14.8
2023-08-19,SFO,19.7,16.7,25.0,0.0,16.9
2023-08-20,SFO,20.1,16.1,31.7,0.0,15.1
2023-08-21,SFO,21.3,17.2,23.9,0.8,19.8
2023-08-22,SFO,21.6,17.8,25.6,0.0,17.3
2023-08-23,SFO,21.3,17.2,31.7,0.0,14.8
2023-08-24,SFO,23.4,17.8,27.8,0.0,15.5
2023-08-25,SFO,19.8,16.1,22.2,0.0,21.2
2023-08-26,SFO,17.5,15.0,20.6,0.0,23.8
2023-08-27,SFO,17.3,14.4,21.1,0.0,21.6
2023-08-28,SFO,18.2,15.0,23.3,0.0,27.7
2023-08-29,SFO,18.6,14.4,24.4,0.0,23.8
2023-08-30,SFO,21.0,16.1,32.8,0.0,14.8
2023-08-31,SFO,19.9,15.0,24.4,0.0,19.1
2023-09-01,SFO,18.5,15.6,21.7,0.0,16.6
2023-09-02,SFO,19.3,17.2,23.3,0.0,10.1
2023-09-03,SFO,19.5,16.1,23.9,0.0,17.3
2023-09-04,SFO,18.3,15.0,21.1,0.0,20.9
2023-09-05,SFO,18.1,14.4,23.9,0.0,16.9
2023-09-06,SFO,17.8,13.9,24.4,0.0,14.0
2023-09-07,SFO,18.1,14.4,21.7,0.0,15.8
2023-09-08,SFO,17.4,13.9,24.4,0.0,16.2
2023-09-09,SFO,17.3,13.9,23.3,0.0,21.2
2023-09-10,SFO,16.8,12.8,23.3,0.0,18.7
2023-09-11,SFO,18.2,15.0,22.2,0.0,20.9
2023-09-12,SFO,18.2,15.6,23.3,0.0,14.0
2023-09-13,SFO,17.7,14.4,23.3,0.0,13.7
2023-09-14,SFO,17.4,14.4,23.3,0.0,12.2
2023-09-15,SFO,18.6,16.1,22.8,0.0,14.8
2023-09-16,SFO,18.7,17.2,22.8,0.0,15.1
2023-09-17,SFO,19.3,16.1,23.9,0.0,13.7
2023-09-18,SFO,19.4,16.1,23.3,0.0,15.5
2023-09-19,SFO,18.4,15.6,22.8,0.0,16.9
2023-09-20,SFO,17.5,14.4,22.8,0.0,10.4
2023-09-21,SFO,17.6,13.9,23.3,0.0,9.7
2023-09-22,SFO,17.7,13.9,21.1,0.0,13.0
2023-09-23,SFO,16.7,12.8,21.1,0.0,15.8
2023-09-24,SFO,16.8,12.8,22.8,0.0,11.2
2023-09-25,SFO,19.1,15.0,25.0,0.0,16.2
2023-09-26,SFO,21.2,17.2,25.0,0.3,19.8
2023-09-27,SFO,19.2,16.1,24.4,0.0,24.1
2023-09-28,SFO,18.1,14.4,23.3,0.0,20.2
2023-09-29,SFO,17.7,15.6,21.1,0.0,24.5
2023-09-30,SFO,17.2,14.4,19.4,0.5,18.0
2023-10-01,SFO,17.3,13.9,23.3,0.0,10.8
2023-10-02,SFO,16.3,12.8,23.3,0.0,16.9
2023-10-03,SFO,16.4,12.8,23.9,0.0,11.9
2023-10-04,SFO,20.9,16.1,32.2,0.0,3.6
2023-10-05,SFO,24.4,18.3,33.3,0.0,7.9
2023-10-06,SFO,24.8,18.9,33.3,0.0,10.1
2023-10-07,SFO,24.6,17.2,32.8,0.0,13.0
2023-10-08,SFO,18.6,14.4,20.6,0.0,22.3
2023-10-09,SFO,16.8,13.9,23.3,0.0,10.8
2023-10-10,SFO,19.2,15.6,22.8,0.0,20.2
2023-10-11,SFO,18.2,15.0,21.7,0.0,24.1
2023-10-12,SFO,17.3,12.8,25.0,0.0,12.6
2023-10-13,SFO,17.7,12.8,23.3,0.0,10.8
2023-10-14,SFO,18.9,16.1,23.3,0.0,10.8
2023-10-15,SFO,18.9,13.9,25.0,0.0,13.7
2023-10-16,SFO,17.2,13.3,24.4,0.0,13.3
2023-10-17,SFO,18.7,15.0,25.0,0.0,16.2
2023-10-18,SFO,18.1,14.4,30.0,0.0,5.8
2023-10-19,SFO,22.5,16.1,31.1,0.0,8.6
2023-10-20,SFO,18.9,15.6,22.8,0.0,10.4
2023-10-21,SFO,17.8,13.9,22.2,0.0,11.5
2023-10-22,SFO,18.3,16.7,21.1,0.0,15.5
2023-10-23,SFO,18.2,15.6,22.2,0.0,13.7
2023-10-24,SFO,16.4,13.9,21.7,0.0,14.8
2023-10-25,SFO,15.9,14.4,20.0,0.0,19.4
2023-10-26,SFO,15.1,10.0,19.4,0.0,16.2
2023-10-27,SFO,13.8,10.0,18.3,0.0,17.6
2023-10-28,SFO,14.4,9.4,21.1,0.0,13.7
2023-10-29,SFO,17.1,10.0,23.3,0.0,11.5
2023-10-30,SFO,15.7,10.0,23.3,0.0,5.4
2023-10-31,SFO,15.8,10.0,23.3,0.0,1.8
2023-11-01,SFO,16.2,10.0,22.8,0.0,5.4
2023-11-02,SFO,17.3,12.2,24.4,0.0,7.6
2023-11-03,SFO,18.7,14.4,26.1,0.0,12.2
2023-11-04,SFO,18.9,15.0,23.9,0.0,12.6
2023-11-05,SFO,17.3,15.0,22.2,1.0,9.0
2023-11-06,SFO,18.8,15.6,21.1,0.3,13.7
2023-11-07,SFO,16.4,13.9,18.9,0.0,17.6
2023-11-08,SFO,15.1,10.0,23.9,0.0,10.1
2023-11-09,SFO,13.9,8.9,18.9,0.0,10.8
2023-11-10,SFO,13.9,9.4,21.7,0.0,7.2
2023-11-11,SFO,15.3,10.6,21.7,0.0,7.2
2023-11-12,SFO,15.4,10.6,21.1,0.0,7.9
2023-11-13,SFO,15.8,11.1,19.4,0.0,6.8
2023-11-14,SFO,16.5,13.3,22.8,0.8,11.9
2023-11-15,SFO,16.9,14.4,20.0,1.5,9.7
2023-11-16,SFO,16.6,14.4,20.6,5.1,5.8
2023-11-17,SFO,16.8,13.9,18.3,7.4,9.0
2023-11-18,SFO,16.9,13.3,18.3,12.2,21.6
2023-11-19,SFO,14.6,10.6,17.2,0.0,16.9
2023-11-20,SFO,15.2,11.1,20.6,0.0,10.8
2023-11-21,SFO,13.9,8.9,17.8,0.0,6.8
2023-11-22,SFO,13.6,8.9,19.4,0.0,4.3
2023-11-23,SFO,15.5,11.1,21.1,0.0,12.2
2023-11-24,SFO,15.2,11.1,17.2,0.0,13.7
2023-11-25,SFO,12.9,8.3,17.8,0.0,10.1
2023-11-26,SFO,12.8,7.8,16.7,0.0,5.0
2023-11-27,SFO,11.9,7.2,18.3,0.0,4.7
2023-11-28,SFO,12.4,7.2,16.7,2.0,4.0
2023-11-29,SFO,13.9,11.7,17.2,5.8,9.7
2023-11-30,SFO,14.3,11.7,17.2,0.0,21.6
2023-12-01,SFO,13.3,9.4,16.7,0.0,14.4
2023-12-02,SFO,14.2,12.8,17.8,1.0,9.0
2023-12-03,SFO,15.2,13.3,18.3,0.0,8.6
2023-12-04,SFO,13.9,10.6,17.2,0.0,6.1
2023-12-05,SFO,13.1,11.1,18.9,0.0,3.2
2023-12-06,SFO,14.3,9.4,17.8,2.8,14.8
2023-12-07,SFO,13.9,9.4,17.2,0.3,13.3
2023-12-08,SFO,11.1,6.7,15.0,0.0,10.8
2023-12-09,SFO,11.4,6.1,16.1,0.0,8.3
2023-12-10,SFO,11.3,7.2,15.0,0.0,3.6
2023-12-11,SFO,11.3,6.7,17.2,0.0,8.3
2023-12-12,SFO,13.7,10.6,16.1,0.0,7.6
2023-12-13,SFO,12.3,8.3,17.2,0.0,4.7
2023-12-14,SFO,12.3,7.8,15.6,0.0,3.6
2023-12-15,SFO,12.5,8.9,17.2,0.0,6.5
2023-12-16,SFO,12.8,7.8,17.8,0.0,5.4
2023-12-17,SFO,13.6,10.6,15.0,1.8,5.8
2023-12-18,SFO,13.3,11.7,17.8,20.3,16.9
2023-12-19,SFO,16.9,15.0,18.3,4.8,16.9
2023-12-20,SFO,14.9,12.8,15.6,33.0,13.7
2023-12-21,SFO,14.3,11.7,16.7,0.0,4.0
2023-12-22,SFO,13.9,11.7,17.2,0.0,15.8
2023-12-23,SFO,12.5,8.3,16.7,0.0,6.8
2023-12-24,SFO,10.7,6.7,13.9,0.0,4.7
2023-12-25,SFO,10.8,7.2,15.6,0.0,6.1
2023-12-26,SFO,11.7,8.9,14.4,0.0,5.4
2023-12-27,SFO,13.8,11.7,16.1,5.3,16.9
2023-12-28,SFO,14.2,13.3,17.2,0.3,4.3
2023-12-29,SFO,15.5,13.3,18.3,24.9,15.5
2023-12-30,SFO,13.7,11.1,16.7,4.8,12.2
2023-12-31,SFO,12.1,9.4,14.4,0.0,4.7
2024-01-01,SFO,12.1,8.9,15.6,0.0,6.1
2024-01-02,SFO,11.8,8.3,17.8,6.6,13.7
2024-01-03,SFO,11.8,9.4,15.0,4.6,19.1
2024-01-04,SFO,11.6,8.3,16.1,0.0,11.2
2024-01-05,SFO,13.6,10.0,16.7,0.0,7.2
2024-01-06,SFO,11.3,7.2,13.9,3.6,18.0
2024-01-07,SFO,9.3,3.9,13.3,0.0,10.1
2024-01-08,SFO,9.2,4.4,12.8,0.0,6.8
2024-01-09,SFO,11.8,9.4,14.4,1.8,19.8
2024-01-10,SFO,10.6,6.7,13.9,5.1,22.7
2024-01-11,SFO,9.8,5.6,12.2,0.0,10.8
2024-01-12,SFO,9.3,5.6,12.2,0.0,7.2
2024-01-13,SFO,10.5,8.3,13.9,15.0,13.7
2024-01-14,SFO,13.2,10.0,15.0,1.0,12.2
2024-01-15,SFO,11.6,10.0,15.0,0.0,6.8
2024-01-16,SFO,11.3,8.9,13.9,13.5,6.8
2024-01-17,SFO,12.4,9.4,15.6,0.0,9.4
2024-01-18,SFO,11.2,8.3,15.6,0.0,3.6
2024-01-19,SFO,12.1,10.0,14.4,6.1,9.0
2024-01-20,SFO,13.4,12.2,15.0,4.3,16.6
2024-01-21,SFO,13.3,11.7,16.7,10.2,14.8
2024-01-22,SFO,14.2,12.2,16.1,14.7,13.3
2024-01-23,SFO,13.2,11.7,15.0,0.0,13.0
2024-01-24,SFO,12.6,11.1,15.6,12.7,12.2
2024-01-25,SFO,13.1,9.4,16.1,0.0,10.8
2024-01-26,SFO,12.4,10.6,15.6,0.0,3.6
2024-01-27,SFO,13.2,10.6,15.6,0.0,5.8
2024-01-28,SFO,14.4,11.7,18.9,0.0,6.1
2024-01-29,SFO,13.8,9.4,18.9,0.0,4.0
2024-01-30,SFO,14.6,12.2,17.8,0.0,11.2
2024-01-31,SFO,15.2,11.7,16.1,29.0,23.0
2024-02-01,SFO,12.1,10.6,15.0,10.4,11.5
2024-02-02,SFO,11.8,8.9,14.4,3.3,11.2
2024-02-03,SFO,10.3,8.9,12.8,14.5,14.4
2024-02-04,SFO,11.6,9.4,16.7,29.7,43.2
2024-02-05,SFO,12.7,10.6,15.6,1.8,16.9
2024-02-06,SFO,10.7,6.7,14.4,0.0,12.6
2024-02-07,SFO,10.8,9.4,12.2,8.6,24.5
2024-02-08,SFO,9.0,4.4,13.3,0.0,9.4
2024-02-09,SFO,9.1,5.0,13.9,0.0,7.9
2024-02-10,SFO,11.3,7.2,16.1,0.0,14.0
2024-02-11,SFO,10.8,6.7,15.0,0.0,9.7
2024-02-12,SFO,10.8,7.8,15.0,0.0,9.0
2024-02-13,SFO,11.3,8.3,13.9,0.0,8.6
2024-02-14,SFO,11.6,9.4,15.0,2.8,14.0
2024-02-15,SFO,11.9,8.9,16.1,0.0,9.4
2024-02-16,SFO,11.6,9.4,14.4,0.0,4.3
2024-02-17,SFO,12.6,10.6,14.4,9.7,13.0
2024-02-18,SFO,12.8,8.3,18.9,8.1,18.4
2024-02-19,SFO,14.4,12.2,17.8,5.8,36.4
2024-02-20,SFO,13.5,10.0,14.4,14.0,10.1
2024-02-21,SFO,10.9,6.7,15.0,0.0,9.4
2024-02-22,SFO,11.7,8.9,15.0,0.0,7.6
2024-02-23,SFO,12.3,7.8,18.3,0.0,5.0
2024-02-24,SFO,14.2,8.9,20.6,0.0,3.6
2024-02-25,SFO,14.5,9.4,18.3,0.0,7.6
2024-02-26,SFO,13.6,11.1,16.7,0.3,14.4
2024-02-27,SFO,12.1,8.3,16.7,0.0,15.1
2024-02-28,SFO,11.6,6.7,18.3,0.0,9.4
2024-02-29,SFO,12.3,10.0,14.4,7.9,18.7
2024-03-01,SFO,11.9,9.4,14.4,24.9,28.8
2024-03-02,SFO,10.8,7.2,12.8,7.9,27.0
2024-03-03,SFO,9.6,7.8,12.2,4.6,11.9
2024-03-04,SFO,10.0,7.8,13.9,0.5,10.8
2024-03-05,SFO,12.1,9.4,15.6,0.0,12.2
2024-03-06,SFO,13.0,10.6,15.0,8.6,12.6
2024-03-07,SFO,11.4,9.4,15.6,0.0,14.8
2024-03-08,SFO,11.7,6.7,18.3,0.0,11.5
2024-03-09,SFO,12.4,9.4,16.1,0.0,11.2
2024-03-10,SFO,11.8,8.3,16.7,1.5,12.6
2024-03-11,SFO,12.3,8.9,15.0,2.0,13.3
2024-03-12,SFO,12.7,10.6,16.1,2.5,22.7
2024-03-13,SFO,11.9,8.3,16.7,0.0,19.4
2024-03-14,SFO,15.4,13.9,18.9,0.0,26.6
2024-03-15,SFO,17.1,14.4,22.8,0.0,17.6
2024-03-16,SFO,16.7,12.2,21.7,0.0,13.0
2024-03-17,SFO,13.8,10.0,18.3,0.0,14.4
2024-03-18,SFO,13.7,10.6,17.8,0.0,19.1
2024-03-19,SFO,12.9,11.1,16.7,0.0,19.4
2024-03-20,SFO,13.0,9.4,17.8,0.0,16.6
2024-03-21,SFO,13.8,11.1,19.4,0.0,12.6
2024-03-22,SFO,14.7,11.1,19.4,4.1,18.4
2024-03-23,SFO,12.6,10.0,15.6,3.0,19.4
2024-03-24,SFO,12.3,10.0,15.6,3.3,31.3
2024-03-25,SFO,12.6,11.1,15.0,0.0,28.8
2024-03-26,SFO,12.6,10.6,15.6,0.0,22.3
2024-03-27,SFO,11.9,8.9,14.4,4.1,14.8
2024-03-28,SFO,13.1,10.0,16.1,4.1,11.9
2024-03-29,SFO,11.3,9.4,12.2,14.7,20.5
2024-03-30,SFO,11.7,8.9,17.2,1.5,11.9
2024-03-31,SFO,13.2,10.0,18.3,0.0,12.6
2024-04-01,SFO,13.7,8.9,21.7,0.0,11.5
2024-04-02,SFO,14.7,10.0,19.4,0.0,16.2
2024-04-03,SFO,12.8,10.6,15.0,0.0,22.0
2024-04-04,SFO,10.7,6.7,12.8,12.7,18.4
2024-04-05,SFO,9.2,6.7,13.9,0.0,27.4
2024-04-06,SFO,11.2,8.3,15.0,0.0,18.7
2024-04-07,SFO,11.9,8.3,15.6,0.0,22.3
2024-04-08,SFO,12.7,8.3,18.9,0.0,17.3
2024-04-09,SFO,13.7,8.9,21.7,0.0,13.7
2024-04-10,SFO,14.1,9.4,22.2,0.0,14.8
2024-04-11,SFO,15.3,10.6,21.7,0.0,21.2
2024-04-12,SFO,13.1,10.6,16.1,0.0,24.1
2024-04-13,SFO,11.7,8.9,13.3,5.6,24.1
2024-04-14,SFO,11.3,9.4,16.1,1.3,20.9
2024-04-15,SFO,12.8,10.0,18.3,0.0,13.0
2024-04-16,SFO,14.1,10.0,22.2,0.0,13.3
2024-04-17,SFO,15.4,11.1,24.4,0.0,14.8
2024-04-18,SFO,15.1,11.1,21.7,0.0,18.0
2024-04-19,SFO,13.5,10.0,18.3,0.0,15.1
2024-04-20,SFO,13.9,10.6,19.4,0.0,19.8
2024-04-21,SFO,15.7,11.7,22.2,0.0,17.6
2024-04-22,SFO,16.2,12.2,22.2,0.0,14.0
2024-04-23,SFO,14.7,13.3,16.7,0.0,20.5
2024-04-24,SFO,14.9,12.2,16.7,0.0,16.6
2024-04-25,SFO,14.0,12.2,17.2,0.0,23.8
2024-04-26,SFO,14.5,11.7,17.2,0.0,37.1
2024-04-27,SFO,13.7,10.6,18.3,0.0,25.9
2024-04-28,SFO,13.4,11.1,17.8,0.0,35.3
2024-04-29,SFO,14.1,10.6,18.9,0.0,30.2
2024-04-30,SFO,13.0,9.4,18.3,0.0,27.4
2024-05-01,SFO,14.6,9.4,22.2,0.0,21.2
2024-05-02,SFO,14.8,11.1,19.4,0.0,32.0
2024-05-03,SFO,14.1,10.6,20.6,0.0,24.8
2024-05-04,SFO,12.7,10.0,13.9,24.1,19.1
2024-05-05,SFO,11.9,8.9,15.6,0.0,27.4
2024-05-06,SFO,12.9,9.4,20.0,0.0,21.6
2024-05-07,SFO,13.6,10.6,17.2,0.0,17.3
2024-05-08,SFO,16.6,11.1,24.4,0.0,16.9
2024-05-09,SFO,21.2,15.6,28.9,0.0,13.0
2024-05-10,SFO,18.8,13.3,26.7,0.0,14.4
2024-05-11,SFO,17.7,12.2,21.1,0.0,19.1
2024-05-12,SFO,14.8,11.1,17.8,0.0,21.2
2024-05-13,SFO,13.4,11.1,18.3,0.0,20.9
2024-05-14,SFO,14.1,11.1,19.4,0.0,16.9
2024-05-15,SFO,14.5,11.7,20.0,0.0,15.5
2024-05-16,SFO,15.6,12.2,21.1,0.0,13.3
2024-05-17,SFO,15.6,12.2,21.1,0.0,15.5
2024-05-18,SFO,15.6,12.2,20.6,0.0,12.6
2024-05-19,SFO,15.1,11.1,20.6,0.0,18.4
2024-05-20,SFO,15.0,11.1,22.2,0.0,16.2
2024-05-21,SFO,15.9,11.1,25.0,0.0,17.3
2024-05-22,SFO,15.8,12.2,20.0,0.0,26.3
2024-05-23,SFO,14.5,11.1,18.9,0.0,28.1
2024-05-24,SFO,12.8,11.1,15.0,0.0,27.0
2024-05-25,SFO,13.4,11.7,16.7,0.0,23.0
2024-05-26,SFO,14.0,10.6,21.1,0.0,17.6
2024-05-27,SFO,14.4,11.1,18.3,0.0,19.1
2024-05-28,SFO,14.7,11.7,20.0,0.0,24.8
2024-05-29,SFO,16.4,11.7,25.0,0.0,23.0
2024-05-30,SFO,16.9,11.7,24.4,0.0,19.1
2024-05-31,SFO,17.3,12.8,22.8,0.0,19.4
2024-06-01,SFO,14.9,12.2,18.3,0.0,31.7
2024-06-02,SFO,14.8,12.2,20.6,0.0,34.2
2024-06-03,SFO,16.3,12.2,20.6,0.0,29.5
2024-06-04,SFO,16.1,11.7,25.6,0.0,23.4
2024-06-05,SFO,18.6,12.8,26.7,0.0,21.6
2024-06-06,SFO,15.5,11.7,18.3,0.0,26.3
2024-06-07,SFO,15.1,11.7,21.7,0.0,14.4
2024-06-08,SFO,15.6,12.2,20.0,0.0,20.9
2024-06-09,SFO,15.4,12.2,18.3,0.0,21.6
2024-06-10,SFO,14.4,11.1,20.0,0.0,19.8
2024-06-11,SFO,15.7,11.1,27.2,0.0,18.7
2024-06-12,SFO,16.3,11.7,21.7,0.0,15.8
2024-06-13,SFO,15.7,11.7,19.4,0.0,15.8
2024-06-14,SFO,14.1,11.1,19.4,0.0,24.8
2024-06-15,SFO,14.9,11.1,20.6,0.0,34.9
2024-06-16,SFO,14.4,10.6,20.0,0.0,34.2
2024-06-17,SFO,15.4,10.6,23.3,0.0,23.4
2024-06-18,SFO,16.9,11.7,22.2,0.0,21.2
2024-06-19,SFO,13.8,10.6,17.2,0.0,23.0
2024-06-20,SFO,12.9,10.6,17.2,0.0,20.5
2024-06-21,SFO,13.3,10.6,18.9,0.0,21.2
2024-06-22,SFO,13.8,10.0,20.6,0.0,17.3
2024-06-23,SFO,15.2,12.2,19.4,0.0,23.8
2024-06-24,SFO,15.5,11.1,23.3,0.0,21.6
2024-06-25,SFO,15.8,11.7,22.2,0.0,22.7
2024-06-26,SFO,14.1,11.7,18.3,0.0,27.0
2024-06-27,SFO,14.7,11.1,18.9,0.0,27.7
2024-06-28,SFO,15.2,11.1,22.8,0.0,18.4
2024-06-29,SFO,15.7,11.7,23.3,0.0,16.2
2024-06-30,SFO,17.8,12.2,21.1,0.0,26.6
2024-07-01,SFO,16.1,12.2,23.3,0.0,20.2
2024-07-02,SFO,19.1,13.9,31.1,0.0,13.0
2024-07-03,SFO,22.5,16.7,30.0,0.0,16.2
2024-07-04,SFO,21.1,13.3,30.6,0.0,18.0
2024-07-05,SFO,18.5,12.8,25.0,0.0,22.7
2024-07-06,SFO,17.7,13.3,24.4,0.0,23.0
2024-07-07,SFO,17.3,13.3,22.2,0.0,22.3
2024-07-08,SFO,16.4,13.3,21.7,0.0,22.7
2024-07-09,SFO,16.4,14.4,22.2,0.0,20.5
2024-07-10,SFO,17.2,13.9,23.3,0.0,18.4
2024-07-11,SFO,18.2,13.3,27.2,0.0,18.7
2024-07-12,SFO,17.3,12.2,21.1,0.0,24.1
2024-07-13,SFO,15.6,12.2,22.2,0.0,17.6
2024-07-14,SFO,16.6,13.3,20.6,0.0,19.1
2024-07-15,SFO,16.2,13.3,21.1,0.0,18.0
2024-07-16,SFO,16.9,13.9,21.1,0.0,21.2
2024-07-17,SFO,15.6,12.8,19.4,0.0,23.8
2024-07-18,SFO,16.0,12.8,21.1,0.0,24.5
2024-07-19,SFO,17.3,12.2,27.2,0.0,21.2
2024-07-20,SFO,17.3,13.3,20.0,0.0,27.0
2024-07-21,SFO,14.9,12.8,17.8,0.0,20.9
2024-07-22,SFO,15.9,12.2,23.9,0.0,16.9
2024-07-23,SFO,17.4,12.8,25.6,0.0,16.9
2024-07-24,SFO,20.2,15.0,26.7,0.0,19.8
