Passenger_ID,Flight_ID,Price_USD,Travel_Purpose,Seat_Class,Bags_Checked,Check_in_Method,Seat_Selected,Booking_Days_In_Advance,No_Show,Airline,Departure_Airport,Arrival_Airport,Departure_Time,Departure_Date,Departure_Hour,Flight_Duration_Minutes,Flight_Status,Distance_Miles,Delay_Minutes,Weather_Impact,date,Airport,temp,tmin,tmax,prcp,wspd,Route
P4452,F116,327.73,Family,Premium Economy,1,Desk,Window,103,0,United,SFO,JFK,2023-10-01 13:07:00,2023-10-01,13:07:00,249,On-time,1468,4,0,2023-10-01,SFO,17.3,13.9,23.3,0.0,10.8,SFO-JFK
P4453,F1306,387.79,Emergency,First,2,Online,Aisle,99,0,Delta,DFW,ORD,2024-06-04 17:12:00,2024-06-04,17:12:00,137,On-time,1404,11,0,2024-06-04,DFW,27.4,20.6,33.3,,23.9,DFW-ORD
P4454,F832,308.71,Emergency,Economy,0,Mobile App,Window,19,0,United,SFO,DFW,2025-01-30 14:45:00,2025-01-30,14:45:00,243,On-time,611,16,0,2025-01-30,SFO,10.2,8.9,11.7,0.0,6.8,SFO-DFW
P4455,F885,194.66,Emergency,Premium Economy,3,Online,Window,86,0,Southwest,SEA,JFK,2023-11-18 03:38:00,2023-11-18,03:38:00,249,On-time,1018,16,1,2023-11-18,SEA,6.2,1.7,10.6,6.9,5.0,SEA-JFK
P4456,F985,332.58,Leisure,Economy,2,Airport Kiosk,Window,119,0,American Airlines,JFK,DFW,2023-06-23 03:45:00,2023-06-23,03:45:00,211,On-time,866,5,0,2023-06-23,JFK,18.7,17.2,21.1,0.0,14.4,JFK-DFW
P4457,F876,378.16,Emergency,Economy,1,Online,Aisle,94,0,Southwest,DEN,JFK,2024-05-16 00:13:00,2024-05-16,00:13:00,202,On-time,1161,25,0,2024-05-16,DEN,14.7,8.3,23.3,0.0,10.8,DEN-JFK
P4458,F1719,209.08,Emergency,Economy,1,Desk,Middle,110,0,American Airlines,SEA,SFO,2023-11-01 01:35:00,2023-11-01,01:35:00,230,On-time,1415,10,1,2023-11-01,SEA,8.5,6.1,12.8,10.4,8.3,SEA-SFO
P4459,F260,439.12,Family,Economy,2,Desk,Aisle,32,0,Delta,LAX,ATL,2023-12-10 07:37:00,2023-12-10,07:37:00,131,On-time,1377,2,0,2023-12-10,LAX,16.8,10.6,25.0,0.0,11.5,LAX-ATL
P4460,F736,310.85,Business,Economy,0,Mobile App,Window,110,0,Delta,DFW,SEA,2024-10-26 11:16:00,2024-10-26,11:16:00,181,On-time,1689,13,1,2024-10-26,DFW,24.1,20.6,27.8,0.0,11.1,DFW-SEA
P4461,F1389,358.24,Business,Economy,0,Desk,Window,97,0,United,JFK,DFW,2024-04-03 05:10:00,2024-04-03,05:10:00,75,On-time,836,17,0,2024-04-03,JFK,6.2,5.0,7.2,31.0,36.7,JFK-DFW
P4462,F640,338.89,Family,Economy,1,Mobile App,Window,62,0,United,SFO,JFK,2024-07-15 12:01:00,2024-07-15,12:01:00,98,On-time,1053,0,0,2024-07-15,SFO,16.2,13.3,21.1,0.0,18.0,SFO-JFK
P4463,F1295,335.17,Family,Economy,2,Airport Kiosk,Middle,92,0,Southwest,ATL,DFW,2024-02-08 16:28:00,2024-02-08,16:28:00,114,Delayed,1670,3,0,2024-02-08,ATL,8.9,3.9,13.3,0.0,9.4,ATL-DFW
P4464,F756,183.08,Emergency,Economy,0,Mobile App,Aisle,19,0,Delta,JFK,JFK,2024-04-11 19:01:00,2024-04-11,19:01:00,190,On-time,692,25,0,2024-04-11,JFK,11.7,10.0,15.0,1.3,22.3,JFK-JFK
P4465,F1578,338.3,Leisure,Economy,2,Desk,Aisle,96,0,Delta,ORD,DEN,2025-01-04 22:45:00,2025-01-04,22:45:00,204,On-time,597,6,0,2025-01-04,ORD,-7.6,-11.0,-3.8,0.0,15.1,ORD-DEN
P4466,F597,245.73,Business,Economy,1,Online,Window,88,0,Delta,DEN,DEN,2024-11-10 16:22:00,2024-11-10,16:22:00,162,On-time,1551,0,0,2024-11-10,DEN,4.8,1.7,8.9,0.0,22.3,DEN-DEN
P4467,F1388,400.03,Leisure,Premium Economy,1,Desk,Middle,114,0,Southwest,DEN,SFO,2023-05-30 01:56:00,2023-05-30,01:56:00,124,On-time,986,6,1,2023-05-30,DEN,17.6,11.1,26.7,0.0,16.9,DEN-SFO
P4468,F1406,154.74,Leisure,Economy,1,Mobile App,Window,14,0,American Airlines,DEN,SFO,2025-03-06 06:21:00,2025-03-06,06:21:00,167,On-time,1217,2,0,2025-03-06,DEN,4.9,-1.6,12.2,0.0,15.1,DEN-SFO
P4469,F1569,280.67,Emergency,Economy,1,Airport Kiosk,Window,33,0,United,LAX,DEN,2024-10-24 20:23:00,2024-10-24,20:23:00,143,On-time,934,0,0,2024-10-24,LAX,18.0,13.3,22.2,0.0,9.4,LAX-DEN
P4470,F106,389.98,Family,Economy,1,Desk,Middle,102,0,Delta,SFO,SEA,2023-11-28 22:54:00,2023-11-28,22:54:00,253,On-time,1030,7,0,2023-11-28,SFO,12.4,7.2,16.7,2.0,4.0,SFO-SEA
P4471,F1142,423.31,Business,Economy,0,Mobile App,Window,61,0,American Airlines,SFO,ORD,2024-03-23 07:56:00,2024-03-23,07:56:00,253,On-time,905,16,0,2024-03-23,SFO,12.6,10.0,15.6,3.0,19.4,SFO-ORD
P4472,F803,357.77,Business,Economy,0,Online,Aisle,92,0,Southwest,SEA,JFK,2024-07-29 21:33:00,2024-07-29,21:33:00,215,On-time,1477,3,0,2024-07-29,SEA,17.2,14.4,20.6,3.3,14.8,SEA-JFK
P4473,F1729,490.66,Emergency,Premium Economy,1,Airport Kiosk,Aisle,37,0,United,SFO,ATL,2023-12-28 09:18:00,2023-12-28,09:18:00,153,On-time,1100,10,0,2023-12-28,SFO,14.2,13.3,17.2,0.3,4.3,SFO-ATL
P4474,F1972,397.91,Business,Economy,1,Online,Window,85,0,Delta,JFK,DFW,2025-02-01 03:06:00,2025-02-01,03:06:00,233,On-time,1440,8,0,2025-02-01,JFK,5.7,-4.9,10.0,0.3,27.4,JFK-DFW
P4475,F1858,530.48,Leisure,Economy,2,Desk,Middle,61,0,Southwest,ORD,SFO,2024-05-13 15:07:00,2024-05-13,15:07:00,282,On-time,924,12,1,2024-05-13,ORD,22.4,16.7,27.2,3.0,13.7,ORD-SFO
P4476,F1790,397.58,Business,Premium Economy,3,Mobile App,Window,28,0,Southwest,DEN,SFO,2023-11-27 14:19:00,2023-11-27,14:19:00,109,Delayed,1279,0,0,2023-11-27,DEN,-3.7,-12.1,6.1,0.0,14.4,DEN-SFO
P4477,F174,442.92,Emergency,First,0,Mobile App,Window,1,0,JetBlue,SFO,SFO,2024-11-21 16:31:00,2024-11-21,16:31:00,151,Delayed,1499,0,1,2024-11-21,SFO,14.5,12.8,18.3,12.7,23.8,SFO-SFO
P4478,F437,479.02,Business,Economy,0,Online,Window,118,0,Southwest,LAX,DFW,2023-09-22 02:27:00,2023-09-22,02:27:00,283,On-time,1529,7,1,2023-09-22,LAX,18.6,16.1,22.2,0.0,10.8,LAX-DFW
P4479,F170,218.47,Leisure,Premium Economy,1,Mobile App,Window,82,0,JetBlue,DFW,ATL,2023-06-20 14:41:00,2023-06-20,14:41:00,101,On-time,1148,7,0,2023-06-20,DFW,31.5,27.2,36.7,0.0,16.8,DFW-ATL
P4480,F1501,384.51,Business,Economy,2,Mobile App,Middle,34,0,United,DFW,DEN,2024-12-17 03:56:00,2024-12-17,03:56:00,76,On-time,1538,14,0,2024-12-17,DFW,17.2,11.1,23.9,,11.5,DFW-DEN
P4481,F568,318.81,Business,Premium Economy,0,Mobile App,Window,95,0,United,LAX,ORD,2023-04-24 23:27:00,2023-04-24,23:27:00,274,On-time,1471,6,0,2023-04-24,LAX,16.2,13.9,19.4,0.0,11.9,LAX-ORD
P4482,F1053,353.83,Business,First,1,Desk,Middle,108,0,Southwest,ATL,DFW,2023-06-08 07:57:00,2023-06-08,07:57:00,85,Delayed,1590,1,0,2023-06-08,ATL,25.2,21.1,29.4,0.0,14.8,ATL-DFW
P4483,F981,434.12,Business,Economy,1,Airport Kiosk,Window,80,0,American Airlines,LAX,ATL,2023-10-02 07:44:00,2023-10-02,07:44:00,227,Delayed,1461,0,0,2023-10-02,LAX,16.9,12.2,21.1,0.0,13.3,LAX-ATL
P4484,F1028,257.1,Business,Premium Economy,0,Airport Kiosk,Aisle,75,0,Delta,ORD,JFK,2024-05-22 06:44:00,2024-05-22,06:44:00,263,On-time,1671,34,0,2024-05-22,ORD,23.1,16.1,26.7,0.0,23.8,ORD-JFK
P4485,F44,396.68,Leisure,Business,0,Mobile App,Window,0,0,Delta,ATL,SEA,2024-10-04 20:26:00,2024-10-04,20:26:00,179,On-time,957,11,0,2024-10-04,ATL,23.7,21.1,26.1,0.0,9.4,ATL-SEA
P4486,F556,356.58,Leisure,Economy,0,Airport Kiosk,Aisle,52,0,United,SEA,SEA,2023-06-30 13:32:00,2023-06-30,13:32:00,169,On-time,1403,7,0,2023-06-30,SEA,20.3,14.4,26.1,0.0,12.2,SEA-SEA
P4487,F159,462.0,Emergency,Economy,2,Airport Kiosk,Window,115,0,Delta,ORD,SEA,2024-05-12 05:39:00,2024-05-12,05:39:00,250,Delayed,1436,2,0,2024-05-12,ORD,17.6,9.4,28.3,0.0,15.1,ORD-SEA
P4488,F355,263.99,Business,Business,0,Online,Window,56,0,Delta,SEA,JFK,2023-06-27 19:49:00,2023-06-27,19:49:00,313,On-time,1081,2,0,2023-06-27,SEA,16.3,12.2,23.3,0.0,11.2,SEA-JFK
P4489,F78,388.9,Family,Business,2,Mobile App,Window,6,0,Southwest,SFO,DFW,2023-12-31 19:41:00,2023-12-31,19:41:00,113,On-time,1532,4,0,2023-12-31,SFO,12.1,9.4,14.4,0.0,4.7,SFO-DFW
P4490,F165,300.44,Leisure,Economy,1,Mobile App,Window,119,0,Southwest,ORD,SFO,2023-08-13 15:05:00,2023-08-13,15:05:00,314,On-time,983,18,0,2023-08-13,ORD,23.9,18.9,27.2,0.0,11.9,ORD-SFO
P4491,F1559,301.02,Leisure,Premium Economy,0,Online,Aisle,77,0,JetBlue,JFK,ORD,2024-12-26 01:49:00,2024-12-26,01:49:00,214,On-time,1369,7,0,2024-12-26,JFK,-0.3,-3.8,5.0,0.0,10.1,JFK-ORD
P4492,F648,366.95,Leisure,Economy,0,Online,Window,7,0,American Airlines,LAX,LAX,2023-07-22 14:52:00,2023-07-22,14:52:00,55,On-time,1421,3,0,2023-07-22,LAX,19.4,17.2,23.3,0.0,11.5,LAX-LAX
P4493,F1249,343.05,Business,Premium Economy,0,Mobile App,Window,96,0,Southwest,ORD,LAX,2024-02-20 15:37:00,2024-02-20,15:37:00,216,On-time,1525,9,1,2024-02-20,ORD,5.4,-1.6,13.9,0.0,14.8,ORD-LAX
P4494,F661,479.75,Family,Economy,1,Mobile App,Aisle,17,0,JetBlue,SEA,ORD,2025-04-19 23:15:00,2025-04-19,23:15:00,191,On-time,1052,9,0,2025-04-19,SEA,13.1,8.3,15.0,0.8,12.6,SEA-ORD
P4495,F803,330.81,Business,Premium Economy,1,Airport Kiosk,Middle,32,0,Southwest,SEA,JFK,2024-07-29 21:33:00,2024-07-29,21:33:00,215,On-time,1477,3,0,2024-07-29,SEA,17.2,14.4,20.6,3.3,14.8,SEA-JFK
P4496,F861,370.5,Business,Economy,1,Online,Middle,42,0,JetBlue,DEN,DEN,2023-10-22 19:58:00,2023-10-22,19:58:00,197,On-time,938,13,0,2023-10-22,DEN,15.3,6.1,23.3,0.0,15.5,DEN-DEN
P4497,F179,387.97,Emergency,Economy,0,Airport Kiosk,Middle,88,0,Delta,JFK,SEA,2025-03-15 06:00:00,2025-03-15,06:00:00,174,On-time,1221,8,0,2025-03-15,JFK,7.0,6.1,8.9,0.3,13.7,JFK-SEA
P4498,F228,479.58,Business,Premium Economy,0,Mobile App,Aisle,47,0,JetBlue,SFO,DFW,2024-03-10 08:11:00,2024-03-10,08:11:00,108,Delayed,1374,18,0,2024-03-10,SFO,11.8,8.3,16.7,1.5,12.6,SFO-DFW
P4499,F928,287.97,Family,Economy,2,Airport Kiosk,Aisle,57,0,Southwest,DEN,JFK,2025-04-22 10:24:00,2025-04-22,10:24:00,181,On-time,1631,1,0,2025-04-22,DEN,13.3,1.1,23.3,0.0,15.5,DEN-JFK
P4500,F616,247.73,Family,Business,1,Desk,Aisle,35,0,United,JFK,JFK,2023-07-06 14:02:00,2023-07-06,14:02:00,187,Cancelled,893,2,0,2023-07-06,JFK,25.1,21.7,28.9,0.0,12.2,JFK-JFK
P4501,F1759,442.91,Business,Premium Economy,1,Online,Aisle,12,0,JetBlue,LAX,ORD,2023-08-28 02:18:00,2023-08-28,02:18:00,165,On-time,1479,9,0,2023-08-28,LAX,22.7,18.9,29.4,0.0,9.7,LAX-ORD
P4502,F1413,89.26,Emergency,Economy,2,Desk,Aisle,4,1,JetBlue,DEN,SFO,2024-10-12 22:02:00,2024-10-12,22:02:00,152,Delayed,1505,27,0,2024-10-12,DEN,17.5,10.6,27.2,0.0,15.1,DEN-SFO
P4503,F1168,319.29,Emergency,Business,1,Desk,Window,65,0,Delta,SFO,SEA,2024-05-03 10:50:00,2024-05-03,10:50:00,53,On-time,893,2,0,2024-05-03,SFO,14.1,10.6,20.6,0.0,24.8,SFO-SEA
P4504,F585,345.86,Business,Economy,0,Online,Window,96,0,JetBlue,ORD,ATL,2023-09-19 03:29:00,2023-09-19,03:29:00,191,Cancelled,981,21,0,2023-09-19,ORD,15.9,14.4,20.0,6.9,12.6,ORD-ATL
P4505,F1504,290.6,Family,Economy,0,Mobile App,Aisle,70,0,JetBlue,LAX,JFK,2023-08-13 16:00:00,2023-08-13,16:00:00,121,On-time,759,4,0,2023-08-13,LAX,21.1,18.9,23.9,0.0,11.9,LAX-JFK
P4506,F873,450.69,Leisure,Economy,2,Airport Kiosk,Aisle,88,0,JetBlue,DFW,SFO,2024-04-30 07:30:00,2024-04-30,07:30:00,245,On-time,1362,2,0,2024-04-30,DFW,24.0,20.0,27.8,0.0,19.0,DFW-SFO
P4507,F1613,184.98,Emergency,Economy,0,Online,Window,77,0,United,ORD,DFW,2024-10-12 05:10:00,2024-10-12,05:10:00,247,Delayed,1263,4,0,2024-10-12,ORD,19.0,15.6,20.0,0.0,20.5,ORD-DFW
P4508,F285,268.27,Family,Economy,0,Online,Middle,95,0,Southwest,ATL,LAX,2023-10-06 00:32:00,2023-10-06,00:32:00,178,On-time,623,1,0,2023-10-06,ATL,22.7,18.9,26.1,0.3,11.5,ATL-LAX
P4509,F1155,302.97,Emergency,Economy,0,Online,Window,8,0,Southwest,JFK,SFO,2024-02-11 14:58:00,2024-02-11,14:58:00,266,On-time,1685,22,0,2024-02-11,JFK,8.8,6.1,10.6,0.0,15.5,JFK-SFO
P4510,F1693,311.17,Business,Premium Economy,1,Airport Kiosk,Aisle,1,0,Southwest,LAX,DEN,2024-06-12 01:10:00,2024-06-12,01:10:00,194,Cancelled,1253,19,0,2024-06-12,LAX,17.4,15.6,21.1,0.0,13.3,LAX-DEN
P4511,F1668,312.39,Business,Premium Economy,0,Airport Kiosk,Middle,58,0,Southwest,LAX,DEN,2023-06-01 07:19:00,2023-06-01,07:19:00,147,On-time,1589,6,0,2023-06-01,LAX,16.6,15.6,18.3,0.0,11.9,LAX-DEN
P4512,F676,430.28,Family,Economy,0,Mobile App,Middle,46,0,Delta,DEN,LAX,2024-01-18 07:12:00,2024-01-18,07:12:00,60,Delayed,1100,21,0,2024-01-18,DEN,1.3,-12.1,9.4,0.0,20.9,DEN-LAX
P4513,F1945,210.7,Family,Premium Economy,2,Online,Middle,34,0,American Airlines,LAX,ATL,2023-10-05 03:27:00,2023-10-05,03:27:00,129,On-time,1080,1,0,2023-10-05,LAX,22.1,16.7,32.8,0.0,11.9,LAX-ATL
P4514,F428,218.86,Family,Premium Economy,1,Desk,Window,0,0,American Airlines,DEN,ATL,2024-03-15 07:34:00,2024-03-15,07:34:00,241,Delayed,974,6,1,2024-03-15,DEN,1.1,-1.0,7.2,0.0,18.4,DEN-ATL
P4515,F196,213.92,Emergency,Economy,1,Desk,Window,110,0,JetBlue,LAX,SFO,2024-06-13 22:20:00,2024-06-13,22:20:00,244,On-time,1102,5,0,2024-06-13,LAX,17.0,15.0,20.6,0.0,15.8,LAX-SFO
P4516,F1333,354.98,Leisure,Business,2,Online,Middle,62,0,American Airlines,ATL,ATL,2025-02-22 18:17:00,2025-02-22,18:17:00,132,On-time,1230,2,0,2025-02-22,ATL,5.1,-1.6,11.7,0.0,8.3,ATL-ATL
P4517,F1165,304.67,Family,Economy,3,Desk,Aisle,112,0,JetBlue,DFW,SFO,2024-09-12 16:06:00,2024-09-12,16:06:00,195,On-time,966,9,0,2024-09-12,DFW,24.4,21.0,29.4,0.0,12.3,DFW-SFO
P4518,F1093,353.87,Leisure,Business,1,Desk,Window,50,0,JetBlue,SEA,ORD,2023-10-29 22:30:00,2023-10-29,22:30:00,81,On-time,1276,15,1,2023-10-29,SEA,5.8,0.0,12.8,0.0,10.8,SEA-ORD
P4519,F1398,192.97,Emergency,Premium Economy,2,Online,Window,8,0,United,JFK,SEA,2024-05-07 16:45:00,2024-05-07,16:45:00,262,On-time,1825,9,0,2024-05-07,JFK,18.6,13.9,25.0,0.0,14.0,JFK-SEA
P4520,F1778,306.06,Emergency,First,2,Desk,Middle,72,0,Southwest,ATL,DEN,2023-07-06 23:30:00,2023-07-06,23:30:00,254,On-time,1300,3,1,2023-07-06,ATL,27.8,22.8,33.9,0.0,11.5,ATL-DEN
P4521,F1474,509.97,Leisure,Economy,0,Desk,Middle,77,0,Delta,SEA,JFK,2025-04-11 07:11:00,2025-04-11,07:11:00,182,On-time,1806,8,0,2025-04-11,SEA,9.1,5.6,12.8,0.0,12.2,SEA-JFK
P4522,F1418,520.9,Leisure,Economy,2,Desk,Middle,68,0,American Airlines,DFW,LAX,2024-02-29 21:37:00,2024-02-29,21:37:00,267,On-time,943,12,0,2024-02-29,DFW,7.4,5.0,11.7,,13.0,DFW-LAX
P4523,F1110,475.08,Family,Premium Economy,1,Mobile App,Middle,1,0,Delta,JFK,DEN,2024-12-20 22:34:00,2024-12-20,22:34:00,137,On-time,1671,14,0,2024-12-20,JFK,3.3,1.7,4.4,1.3,21.6,JFK-DEN
P4524,F1134,427.05,Emergency,Economy,1,Mobile App,Aisle,66,0,United,DFW,ATL,2024-11-01 10:31:00,2024-11-01,10:31:00,186,On-time,538,3,0,2024-11-01,DFW,18.9,15.6,22.2,0.0,11.9,DFW-ATL
P4525,F1948,131.36,Business,Economy,1,Online,Aisle,45,0,American Airlines,ORD,SFO,2024-01-31 21:33:00,2024-01-31,21:33:00,88,On-time,1347,3,0,2024-01-31,ORD,3.0,2.2,3.3,0.0,16.2,ORD-SFO
P4526,F1737,286.17,Leisure,Premium Economy,0,Desk,Window,101,0,Delta,SFO,SFO,2023-12-16 02:35:00,2023-12-16,02:35:00,162,Delayed,1146,36,0,2023-12-16,SFO,12.8,7.8,17.8,0.0,5.4,SFO-SFO
P4527,F941,488.01,Leisure,Premium Economy,1,Desk,Aisle,87,0,Delta,ATL,ORD,2023-08-04 15:56:00,2023-08-04,15:56:00,301,On-time,1207,6,0,2023-08-04,ATL,25.7,22.8,32.8,0.0,12.6,ATL-ORD
P4528,F372,275.76,Business,Economy,1,Online,Window,17,0,American Airlines,JFK,SEA,2025-01-06 00:05:00,2025-01-06,00:05:00,61,On-time,1318,12,0,2025-01-06,JFK,-0.4,-4.3,0.6,1.5,16.6,JFK-SEA
P4529,F558,408.82,Leisure,First,0,Airport Kiosk,Aisle,22,0,American Airlines,SFO,JFK,2024-08-09 14:09:00,2024-08-09,14:09:00,53,On-time,1396,13,0,2024-08-09,SFO,13.8,10.6,18.3,0.0,22.7,SFO-JFK
P4530,F1410,336.24,Leisure,Business,1,Online,Aisle,82,0,JetBlue,DFW,DFW,2023-06-02 20:00:00,2023-06-02,20:00:00,196,Delayed,1069,1,0,2023-06-02,DFW,27.6,21.7,32.2,0.0,13.1,DFW-DFW
P4531,F945,465.96,Emergency,Economy,0,Airport Kiosk,Window,93,0,United,DEN,DFW,2023-07-14 11:29:00,2023-07-14,11:29:00,210,Delayed,721,5,0,2023-07-14,DEN,23.6,16.7,27.2,0.0,16.9,DEN-DFW
P4532,F1575,471.59,Business,First,2,Mobile App,Aisle,40,0,JetBlue,DEN,DEN,2023-09-18 20:24:00,2023-09-18,20:24:00,119,On-time,1531,4,1,2023-09-18,DEN,21.2,13.9,28.9,0.0,16.6,DEN-DEN
P4533,F1008,310.16,Leisure,Premium Economy,1,Desk,Middle,91,0,American Airlines,JFK,ATL,2023-07-27 20:08:00,2023-07-27,20:08:00,264,On-time,1025,6,0,2023-07-27,JFK,26.4,22.8,33.3,0.5,19.8,JFK-ATL
P4534,F1765,380.94,Leisure,Economy,0,Online,Middle,110,0,American Airlines,ORD,ATL,2023-07-27 06:57:00,2023-07-27,06:57:00,155,On-time,1362,14,0,2023-07-27,ORD,28.2,22.2,33.3,0.0,6.1,ORD-ATL
P4535,F1535,396.06,Leisure,Business,0,Mobile App,Middle,22,0,Southwest,LAX,JFK,2023-12-27 06:54:00,2023-12-27,06:54:00,111,On-time,971,6,0,2023-12-27,LAX,14.4,11.1,16.7,0.0,9.0,LAX-JFK
P4536,F1006,352.71,Leisure,Business,0,Desk,Aisle,85,0,Delta,SEA,LAX,2024-12-15 15:56:00,2024-12-15,15:56:00,164,On-time,1630,3,1,2024-12-15,SEA,5.7,3.9,8.3,0.0,16.2,SEA-LAX
P4537,F1078,550.38,Emergency,Economy,1,Desk,Window,92,0,Southwest,ATL,JFK,2024-08-13 22:39:00,2024-08-13,22:39:00,127,On-time,1346,0,0,2024-08-13,ATL,28.0,21.7,33.9,0.0,13.3,ATL-JFK
P4538,F756,356.67,Business,Economy,1,Airport Kiosk,Window,48,0,Delta,JFK,JFK,2024-04-11 19:01:00,2024-04-11,19:01:00,190,On-time,692,25,0,2024-04-11,JFK,11.7,10.0,15.0,1.3,22.3,JFK-JFK
P4539,F1264,302.8,Business,Premium Economy,0,Desk,Window,37,1,United,DEN,ORD,2024-01-16 12:53:00,2024-01-16,12:53:00,170,On-time,1267,9,0,2024-01-16,DEN,-15.1,-28.2,3.3,0.0,16.2,DEN-ORD
P4540,F79,352.75,Emergency,Economy,2,Mobile App,Window,91,1,Southwest,JFK,DEN,2025-02-07 10:57:00,2025-02-07,10:57:00,179,On-time,1092,16,0,2025-02-07,JFK,5.1,-0.5,8.9,0.0,26.3,JFK-DEN
P4541,F750,437.08,Business,Business,3,Mobile App,Window,21,0,United,JFK,DFW,2024-09-13 13:52:00,2024-09-13,13:52:00,232,On-time,705,10,0,2024-09-13,JFK,20.6,15.6,26.1,0.0,7.6,JFK-DFW
P4542,F1445,321.38,Leisure,Economy,1,Mobile App,Window,40,0,American Airlines,SEA,SEA,2023-08-20 00:20:00,2023-08-20,00:20:00,186,On-time,1353,11,0,2023-08-20,SEA,20.2,14.4,26.7,0.0,11.5,SEA-SEA
P4543,F261,229.21,Emergency,Economy,0,Desk,Aisle,69,0,American Airlines,DEN,SEA,2024-03-05 18:32:00,2024-03-05,18:32:00,143,On-time,658,6,0,2024-03-05,DEN,0.9,-9.3,10.0,0.0,18.7,DEN-SEA
P4544,F1029,366.02,Emergency,Economy,2,Online,Aisle,106,0,JetBlue,SEA,SEA,2024-04-26 02:25:00,2024-04-26,02:25:00,261,On-time,1094,6,0,2024-04-26,SEA,10.9,9.4,16.1,2.0,11.5,SEA-SEA
P4545,F133,285.75,Business,Economy,2,Desk,Middle,57,0,Delta,SEA,ORD,2024-05-08 12:29:00,2024-05-08,12:29:00,256,On-time,1854,12,0,2024-05-08,SEA,11.3,5.6,17.8,0.0,14.0,SEA-ORD
P4546,F1859,416.95,Emergency,Economy,3,Airport Kiosk,Aisle,96,0,United,LAX,SEA,2025-04-18 07:53:00,2025-04-18,07:53:00,177,On-time,1031,16,1,2025-04-18,LAX,14.5,12.2,17.2,0.0,14.4,LAX-SEA
P4547,F484,365.14,Emergency,Economy,1,Online,Aisle,86,1,Southwest,SEA,SEA,2023-05-12 20:15:00,2023-05-12,20:15:00,228,On-time,1256,3,0,2023-05-12,SEA,17.9,11.1,27.8,0.0,12.6,SEA-SEA
P4548,F1187,306.66,Family,Premium Economy,0,Mobile App,Middle,34,1,United,SFO,DFW,2024-10-15 18:17:00,2024-10-15,18:17:00,144,Delayed,926,5,0,2024-10-15,SFO,16.0,12.2,22.2,0.0,16.6,SFO-DFW
P4549,F1359,514.39,Family,Economy,0,Airport Kiosk,Window,114,0,American Airlines,LAX,ATL,2025-02-13 22:02:00,2025-02-13,22:02:00,84,On-time,897,3,0,2025-02-13,LAX,13.3,12.2,15.6,48.3,18.7,LAX-ATL
P4550,F1018,272.46,Leisure,Economy,0,Airport Kiosk,Middle,37,0,Southwest,DFW,DEN,2023-06-13 07:25:00,2023-06-13,07:25:00,268,On-time,1256,37,0,2023-06-13,DFW,23.5,21.1,26.1,,12.7,DFW-DEN
P4551,F1014,270.63,Emergency,Economy,3,Mobile App,Window,59,0,American Airlines,LAX,DFW,2023-05-26 10:35:00,2023-05-26,10:35:00,156,On-time,1107,3,0,2023-05-26,LAX,16.5,14.4,20.0,0.0,19.4,LAX-DFW
P4552,F1350,283.43,Leisure,Premium Economy,3,Desk,Aisle,97,0,American Airlines,DFW,DFW,2024-02-12 21:24:00,2024-02-12,21:24:00,176,On-time,1641,2,0,2024-02-12,DFW,7.8,3.9,13.3,,25.5,DFW-DFW
P4553,F643,409.83,Family,Economy,0,Airport Kiosk,Middle,95,0,Southwest,SEA,JFK,2024-02-26 19:30:00,2024-02-26,19:30:00,195,On-time,1133,6,0,2024-02-26,SEA,4.8,0.0,6.7,1.3,13.3,SEA-JFK
P4554,F372,258.72,Emergency,Economy,2,Desk,Window,101,0,American Airlines,JFK,SEA,2025-01-06 00:05:00,2025-01-06,00:05:00,61,On-time,1318,12,0,2025-01-06,JFK,-0.4,-4.3,0.6,1.5,16.6,JFK-SEA
P4555,F1657,323.97,Leisure,Economy,3,Airport Kiosk,Window,17,0,American Airlines,ATL,SEA,2024-05-04 07:16:00,2024-05-04,07:16:00,212,On-time,1521,1,0,2024-05-04,ATL,23.0,17.8,26.7,0.8,9.4,ATL-SEA
P4556,F1013,451.19,Emergency,Economy,1,Online,Window,27,0,Delta,SEA,JFK,2024-05-19 19:36:00,2024-05-19,19:36:00,152,On-time,1634,13,0,2024-05-19,SEA,9.8,6.1,16.7,0.0,9.7,SEA-JFK
P4557,F171,403.89,Family,Economy,0,Desk,Window,88,0,Delta,JFK,JFK,2024-06-27 12:05:00,2024-06-27,12:05:00,107,On-time,930,9,0,2024-06-27,JFK,24.3,21.1,30.6,14.5,19.4,JFK-JFK
P4558,F237,302.05,Emergency,Economy,3,Mobile App,Aisle,91,0,JetBlue,DEN,ATL,2025-04-10 04:15:00,2025-04-10,04:15:00,216,On-time,803,5,0,2025-04-10,DEN,12.4,0.6,20.6,0.0,10.8,DEN-ATL
P4559,F24,477.33,Business,Economy,0,Desk,Middle,53,0,Delta,LAX,SEA,2023-10-25 07:06:00,2023-10-25,07:06:00,107,On-time,1326,10,0,2023-10-25,LAX,18.8,17.2,21.7,0.0,14.0,LAX-SEA
P4560,F125,479.61,Emergency,Economy,3,Online,Aisle,67,0,American Airlines,ATL,JFK,2024-02-18 14:19:00,2024-02-18,14:19:00,156,On-time,952,23,0,2024-02-18,ATL,3.9,-0.5,11.7,0.0,13.0,ATL-JFK
