Passenger_ID,Flight_ID,Airline,Departure_Airport,Arrival_Airport,Departure_Time,Flight_Duration_Minutes,Flight_Status,Distance_Miles,Price_USD,Age,Gender,Income_Level,Travel_Purpose,Seat_Class,Bags_Checked,Frequent_Flyer_Status,Check_in_Method,Flight_Satisfaction_Score,Delay_Minutes,Booking_Days_In_Advance,No_Show,Weather_Impact,Seat_Selected
P5634,F1648,American Airlines,ORD,DEN,24/08/2023 2:43,195,On-time,965,287.73,56,Male,Medium,Family,Economy,0,Silver,Desk,8.2,10,55,0,0,Aisle
P5635,F952,Delta,DEN,JFK,25/08/2023 20:05,162,Delayed,711,350.47,36,Female,Medium,Leisure,Premium Economy,2,None,Desk,7.9,32,96,0,0,Window
P5636,F1334,JetBlue,LAX,ORD,10/02/2024 3:29,79,On-time,1163,484.69,48,Male,Medium,Emergency,Premium Economy,0,None,Airport Kiosk,9.8,13,114,0,0,Window
P5637,F893,United,DFW,JFK,15/09/2024 17:47,182,On-time,1402,136.97,51,Female,Low,Emergency,Business,1,None,Online,7.1,6,106,0,0,Window
P5638,F760,United,JFK,LAX,24/12/2024 20:03,117,On-time,1293,284.54,36,Female,Low,Leisure,Economy,1,None,Airport Kiosk,6.2,11,22,0,1,Window
P5639,F1230,Southwest,SEA,SEA,18/11/2024 7:08,190,On-time,900,435.73,68,Female,Medium,Family,Premium Economy,0,Platinum,Online,9.2,1,34,0,0,Middle
P5640,F1033,Delta,DFW,LAX,04/03/2025 12:11,189,On-time,1255,176.84,26,Male,Low,Business,Business,1,Platinum,Mobile App,6.7,5,25,0,0,Aisle
P5641,F1919,Delta,ORD,SFO,08/03/2024 22:30,266,On-time,1132,330.03,19,Male,Medium,Family,Economy,1,None,Desk,7.5,13,87,0,0,Window
P5642,F1498,American Airlines,ORD,JFK,23/12/2023 17:14,195,Delayed,952,183.03,38,Female,Low,Family,Economy,0,None,Mobile App,5.4,3,52,0,0,Aisle
P5643,F335,JetBlue,ATL,SFO,26/09/2023 18:06,80,On-time,1023,343.77,74,Male,Low,Business,Premium Economy,1,None,Mobile App,8.5,5,92,0,0,Window
P5644,F616,Delta,JFK,JFK,23/11/2024 16:19,205,On-time,1212,238.07,53,Male,Medium,Leisure,Economy,3,Silver,Airport Kiosk,6.6,8,40,0,0,Window
P5645,F987,American Airlines,ATL,DFW,17/12/2024 4:59,101,Cancelled,1297,234.28,37,Male,High,Emergency,Business,1,None,Desk,7.3,7,77,0,0,Window
P5646,F1147,United,LAX,SFO,01/08/2023 17:50,165,On-time,786,395.2,43,Female,Low,Family,Business,1,None,Online,6.3,1,108,1,0,Aisle
P5647,F853,Southwest,JFK,SEA,16/04/2025 20:08,141,On-time,954,370.84,70,Female,Medium,Business,Premium Economy,0,None,Online,6.7,8,10,0,0,Window
P5648,F1038,United,SEA,ORD,23/08/2023 6:11,110,Delayed,751,287.78,67,Male,Medium,Emergency,Economy,1,None,Desk,6.7,8,48,0,0,Aisle
P5649,F1202,JetBlue,SFO,SEA,25/06/2023 20:55,175,On-time,1359,316.82,52,Male,Medium,Emergency,Economy,1,None,Airport Kiosk,8.1,20,4,0,0,Window
P5650,F369,United,LAX,SEA,22/12/2024 7:06,183,On-time,1808,366.48,39,Female,Medium,Business,Economy,0,None,Online,5,4,6,0,0,Aisle
P5651,F1994,JetBlue,SFO,SEA,04/03/2024 7:23,136,On-time,1720,291.94,58,Female,Medium,Leisure,Premium Economy,1,Platinum,Mobile App,5.2,33,34,0,0,Middle
P5652,F1828,American Airlines,SFO,SEA,09/10/2024 16:41,188,On-time,1142,222.43,71,Male,Medium,Business,Premium Economy,1,Silver,Desk,5.9,2,54,0,0,Middle
P5653,F1783,United,ATL,SEA,04/04/2025 21:52,187,On-time,1297,281.32,20,Male,Low,Business,Premium Economy,2,Platinum,Online,6.3,6,93,0,0,Aisle
P5654,F1911,JetBlue,ORD,DEN,02/06/2023 22:08,157,On-time,1223,314.88,41,Male,Low,Family,Economy,0,Silver,Mobile App,5.6,2,93,0,0,Aisle
P5655,F1066,JetBlue,SEA,SFO,24/10/2023 19:08,177,On-time,1046,139.38,58,Male,Medium,Leisure,Economy,1,Platinum,Mobile App,5.2,30,98,0,0,Aisle
P5656,F210,Delta,DEN,SEA,29/07/2023 18:51,142,On-time,1135,142.99,34,Female,Low,Leisure,Economy,0,Silver,Desk,4.9,0,80,0,1,Aisle
P5657,F1325,American Airlines,LAX,SEA,29/05/2024 6:47,246,On-time,1428,316.26,79,Male,Low,Business,Premium Economy,0,None,Mobile App,7,3,93,0,0,Aisle
P5658,F505,JetBlue,DFW,SEA,22/02/2025 20:56,250,Delayed,1188,417.67,25,Male,Medium,Business,Economy,0,None,Online,9.8,7,18,0,0,Aisle
P5659,F1230,JetBlue,SFO,ATL,03/12/2024 2:51,118,On-time,1525,370.48,32,Female,Medium,Emergency,Economy,1,None,Desk,5.3,40,13,0,1,Window
P5660,F421,Southwest,ATL,JFK,15/08/2024 1:21,266,On-time,1317,393.85,40,Male,Low,Family,Economy,0,Silver,Online,5.7,2,45,0,0,Window
P5661,F58,United,ORD,JFK,13/10/2023 15:32,154,On-time,1275,304.14,56,Male,Low,Leisure,Business,1,Gold,Desk,8.6,7,79,0,0,Middle
P5662,F1130,American Airlines,LAX,ATL,03/08/2024 4:16,119,Delayed,959,304.37,42,Male,Medium,Business,Economy,2,Silver,Desk,7.6,1,2,0,0,Window
P5663,F779,JetBlue,ORD,JFK,29/07/2024 11:41,180,On-time,974,166.39,79,Female,Low,Leisure,Business,2,None,Desk,7.5,9,33,0,0,Window
P5664,F626,United,JFK,DFW,22/05/2023 5:31,142,On-time,952,346.93,43,Male,High,Leisure,Economy,1,None,Online,5.6,9,81,0,1,Aisle
P5665,F192,Southwest,DEN,JFK,27/11/2023 18:33,203,On-time,1324,443.12,38,Male,Low,Family,Business,0,None,Online,8.9,17,43,0,0,Middle
P5666,F275,Southwest,DFW,DEN,10/08/2024 1:30,239,On-time,1082,341.02,52,Male,Low,Business,Economy,0,Silver,Desk,8.4,9,23,0,0,Middle
P5667,F1791,Southwest,ORD,LAX,26/07/2023 22:13,116,On-time,1073,449.88,77,Male,High,Leisure,Economy,0,None,Desk,7.1,6,48,0,0,Window
P5668,F1562,JetBlue,SFO,JFK,10/08/2024 1:30,170,On-time,889,249.87,55,Female,Medium,Family,Economy,2,None,Desk,7.7,0,66,0,0,Aisle
P5669,F1791,Delta,ORD,ATL,05/06/2024 18:58,229,On-time,1373,254.13,40,Female,High,Leisure,Premium Economy,3,Silver,Airport Kiosk,7.2,4,31,0,0,Aisle
P5670,F517,JetBlue,ORD,SFO,09/10/2024 12:37,165,On-time,1017,291.19,18,Female,Low,Leisure,Economy,1,Gold,Mobile App,8,3,41,0,0,Window
P5671,F466,JetBlue,ATL,LAX,04/05/2024 18:17,235,On-time,1042,480.15,40,Male,Low,Family,Economy,0,None,Mobile App,7.1,5,98,0,1,Aisle
P5672,F436,United,ATL,LAX,05/04/2025 11:06,207,On-time,919,275.27,19,Female,Medium,Leisure,Economy,1,None,Online,6.1,8,107,0,1,Middle
P5673,F1948,American Airlines,DFW,JFK,31/05/2023 2:35,210,Cancelled,1003,350.06,31,Male,Medium,Leisure,Business,0,Platinum,Online,7.5,2,102,1,0,Aisle
P5674,F1834,JetBlue,SFO,SEA,05/01/2025 5:20,217,On-time,1069,521.99,39,Male,High,Leisure,Economy,0,Platinum,Desk,5.7,8,64,1,0,Window
P5675,F372,JetBlue,SEA,ORD,03/11/2023 5:11,162,Delayed,1061,500.37,44,Male,Medium,Emergency,Economy,2,Silver,Desk,6,6,13,0,0,Aisle
P5676,F1781,United,SEA,ORD,19/04/2024 11:27,107,On-time,907,485.3,61,Male,Medium,Emergency,Premium Economy,1,None,Airport Kiosk,5.7,7,79,1,0,Middle
P5677,F1458,Southwest,LAX,SFO,26/09/2023 23:09,135,On-time,1496,401.61,23,Female,Low,Emergency,Economy,1,None,Mobile App,10,15,64,0,0,Aisle
P5678,F583,Delta,LAX,ATL,15/03/2025 1:41,240,On-time,649,340.16,66,Male,Low,Leisure,Economy,1,None,Online,7.2,2,66,0,0,Middle
P5679,F424,American Airlines,SFO,LAX,06/11/2024 4:06,101,On-time,689,441.67,36,Female,Medium,Business,Economy,1,None,Desk,5,2,87,0,0,Middle
P5680,F1765,American Airlines,ATL,JFK,09/09/2024 8:13,128,On-time,1036,163.27,42,Male,Low,Leisure,Premium Economy,0,None,Airport Kiosk,5.9,2,76,1,0,Middle
P5681,F1551,United,DFW,LAX,16/08/2024 22:06,268,On-time,938,407.66,51,Female,Low,Leisure,Economy,1,Platinum,Mobile App,5.3,11,116,0,1,Window
P5682,F1253,Delta,DFW,SEA,31/10/2024 18:20,162,On-time,1226,424.17,57,Male,Medium,Business,Premium Economy,0,None,Online,8,13,8,0,0,Aisle
P5683,F1850,JetBlue,JFK,ORD,26/01/2024 5:12,150,Delayed,608,351.26,59,Female,Medium,Emergency,Economy,5,None,Online,6.5,9,77,0,0,Aisle
P5684,F1583,American Airlines,SEA,DFW,04/04/2025 4:07,228,On-time,1300,208.02,25,Male,High,Emergency,Business,0,Platinum,Airport Kiosk,6.7,0,86,0,0,Aisle
P5685,F1542,JetBlue,ORD,DFW,22/02/2024 9:48,156,Delayed,949,279.41,31,Female,Low,Leisure,Premium Economy,2,None,Mobile App,5.9,1,23,0,0,Middle
P5686,F1623,United,LAX,SEA,11/04/2024 12:11,92,On-time,1108,437.38,75,Male,Low,Emergency,Economy,1,Platinum,Online,5.8,9,113,0,0,Window
P5687,F1095,Delta,JFK,SEA,21/01/2025 8:07,191,On-time,1600,230.78,74,Female,Medium,Family,Economy,2,Silver,Airport Kiosk,7,3,103,0,1,Aisle
P5688,F257,Delta,SEA,LAX,31/05/2024 1:05,288,On-time,1392,486.93,76,Male,Medium,Family,Economy,3,Silver,Airport Kiosk,6.7,9,57,0,1,Window
P5689,F1324,United,DEN,ATL,11/09/2024 18:21,187,Delayed,1580,548.77,55,Female,Medium,Leisure,Business,0,None,Mobile App,7.5,10,102,0,0,Window
P5690,F1736,American Airlines,SEA,SEA,07/10/2023 21:10,245,On-time,999,297.55,74,Female,Low,Emergency,Economy,1,Silver,Online,5.4,5,29,1,1,Middle
P5691,F471,Delta,DFW,ATL,28/05/2024 4:19,224,On-time,883,292.59,35,Male,High,Emergency,Business,1,Gold,Desk,7.3,0,32,0,0,Window
P5692,F681,United,ORD,SFO,23/12/2024 19:23,211,On-time,1590,263.73,28,Male,Medium,Family,Business,1,None,Online,5.8,2,2,0,0,Window
P5693,F1968,Southwest,SEA,JFK,19/11/2024 12:38,137,On-time,930,273.96,55,Female,Low,Emergency,Economy,1,None,Airport Kiosk,6.7,21,14,0,0,Middle
P5694,F418,Delta,ORD,ORD,04/07/2023 3:34,162,On-time,1294,528,19,Female,Low,Leisure,Economy,0,None,Mobile App,7.6,6,23,0,0,Aisle
P5695,F1994,Delta,JFK,SFO,11/11/2023 17:30,77,Delayed,1262,243.44,71,Male,Low,Emergency,Economy,0,Gold,Desk,6.2,16,11,0,0,Window
P5696,F1635,American Airlines,JFK,DEN,25/02/2025 2:10,173,On-time,1426,284.49,21,Male,Medium,Business,Premium Economy,0,None,Airport Kiosk,6.5,23,96,0,1,Window
P5697,F1776,United,ORD,ORD,07/12/2023 3:07,284,On-time,1347,291.45,29,Female,Low,Emergency,Economy,2,None,Mobile App,10,57,43,0,0,Aisle
P5698,F275,American Airlines,LAX,ATL,23/11/2023 2:27,138,On-time,767,268.82,22,Male,High,Business,Economy,4,Platinum,Mobile App,8.6,5,9,0,0,Aisle
P5699,F10,United,SEA,ATL,27/03/2025 9:49,299,On-time,1458,414.69,46,Female,High,Business,Economy,0,Silver,Online,7.5,10,66,0,0,Middle
P5700,F1247,Delta,SEA,DFW,30/06/2023 14:43,137,On-time,930,500.53,65,Female,Low,Leisure,Economy,1,Gold,Airport Kiosk,7.2,6,18,0,0,Window
P5701,F1357,Southwest,ATL,DFW,11/09/2024 19:46,135,Delayed,1227,297.68,20,Male,Medium,Emergency,Economy,0,Gold,Desk,7.7,7,69,0,0,Middle
P5702,F338,JetBlue,JFK,JFK,04/03/2024 4:16,192,On-time,1621,313.15,26,Male,Medium,Emergency,Economy,0,None,Desk,8.1,20,89,0,0,Window
P5703,F864,American Airlines,DFW,ORD,13/09/2023 8:15,178,On-time,1080,200.54,46,Female,Low,Emergency,Economy,1,Platinum,Online,8.6,15,52,0,0,Window
P5704,F1009,JetBlue,ORD,DFW,21/11/2024 16:28,69,On-time,517,362.24,61,Male,Low,Emergency,Business,4,Gold,Desk,8.3,25,14,0,0,Middle
P5705,F1785,American Airlines,DEN,SFO,28/01/2024 9:09,256,On-time,1054,437.6,45,Male,Medium,Business,Premium Economy,2,Gold,Airport Kiosk,7.5,18,78,0,0,Window
P5706,F1113,Southwest,SFO,ORD,02/07/2023 5:27,121,On-time,1476,430.77,22,Female,High,Family,Economy,0,None,Desk,6.3,23,83,0,0,Middle
P5707,F992,Southwest,ORD,SEA,02/06/2024 14:27,140,On-time,1152,455.65,75,Female,Medium,Emergency,First,1,None,Mobile App,6,6,91,0,0,Window
P5708,F555,Delta,ATL,DFW,14/09/2024 2:00,174,On-time,794,421.15,26,Female,Medium,Emergency,Business,1,None,Mobile App,8.1,8,85,0,1,Middle
P5709,F1649,American Airlines,ATL,ATL,21/08/2024 11:03,171,On-time,871,346.01,38,Female,Medium,Emergency,Premium Economy,1,Silver,Desk,4,6,57,0,0,Middle
P5710,F1575,American Airlines,SEA,SEA,28/03/2024 18:57,154,On-time,1127,373.08,51,Male,Medium,Business,First,0,Gold,Airport Kiosk,6.2,11,92,0,0,Window
P5711,F571,Southwest,LAX,ORD,10/02/2024 17:37,143,Delayed,1424,220.34,59,Female,Low,Family,Economy,1,Platinum,Airport Kiosk,5.7,11,115,0,0,Window
P5712,F1280,United,SFO,ORD,16/08/2023 3:34,90,On-time,924,406.48,32,Female,Low,Emergency,Business,2,Silver,Online,7.8,9,67,0,0,Window
P5713,F1096,Delta,SFO,SEA,11/06/2023 14:45,217,On-time,1672,204.87,57,Female,Low,Emergency,Premium Economy,1,None,Desk,3.7,25,59,0,0,Window
P5714,F29,JetBlue,JFK,DFW,01/05/2023 4:41,140,On-time,782,480.73,49,Female,Medium,Family,Economy,1,Silver,Online,5.7,31,107,0,0,Aisle
P5715,F1432,Southwest,ATL,DFW,05/05/2023 6:38,195,Cancelled,1235,404.52,28,Male,Medium,Business,Premium Economy,1,Silver,Airport Kiosk,5.4,6,9,0,1,Middle
P5716,F1752,JetBlue,SEA,LAX,21/08/2024 23:03,90,On-time,1073,300.71,25,Male,Medium,Emergency,Economy,0,Platinum,Mobile App,7.9,0,35,0,0,Window
P5717,F1850,United,LAX,DEN,01/07/2024 9:46,236,On-time,1370,311.65,65,Male,Low,Business,Business,1,None,Desk,6.8,2,62,0,0,Aisle
P5718,F1106,United,ATL,DEN,09/04/2025 14:01,114,On-time,1542,306.4,36,Male,Medium,Business,Economy,1,None,Online,5.7,7,38,0,0,Middle
P5719,F1575,Southwest,SEA,DFW,16/12/2024 20:47,224,On-time,1351,188.5,20,Female,Medium,Family,Economy,1,None,Desk,5.8,6,20,0,0,Aisle
P5720,F331,Delta,SEA,ATL,30/04/2024 16:17,278,On-time,1050,496.61,25,Male,Low,Business,First,0,Silver,Mobile App,7.9,4,18,0,1,Aisle
P5721,F564,Southwest,DFW,DFW,29/05/2024 7:29,206,On-time,881,384.2,40,Male,Low,Family,Business,1,Platinum,Mobile App,7.4,10,18,0,0,Middle
P5722,F1850,Southwest,SFO,ATL,28/01/2025 11:16,190,On-time,901,364.29,67,Female,Low,Emergency,Premium Economy,3,None,Desk,8.4,2,74,0,0,Middle
P5723,F307,United,DFW,SEA,14/08/2023 15:04,150,Cancelled,1257,343.02,42,Female,Medium,Emergency,Economy,0,Silver,Online,7.8,9,12,0,0,Window
P5724,F1547,American Airlines,LAX,SFO,27/12/2023 6:35,179,On-time,1574,280.02,36,Male,Low,Emergency,Economy,0,None,Airport Kiosk,4.6,1,33,0,1,Aisle
P5725,F852,JetBlue,LAX,JFK,27/05/2024 6:30,255,On-time,1252,218.97,37,Male,High,Leisure,Economy,0,Silver,Airport Kiosk,6.1,5,38,0,0,Aisle
P5726,F392,JetBlue,DFW,ATL,03/10/2023 23:51,260,On-time,1417,486.55,50,Male,Medium,Emergency,Economy,1,None,Desk,6.9,4,82,0,0,Middle
P5727,F710,Delta,SFO,ATL,03/05/2023 4:36,173,On-time,1604,360.37,67,Female,Low,Business,Business,0,Platinum,Airport Kiosk,6.3,16,67,0,0,Aisle
P5728,F1140,American Airlines,ORD,SEA,22/09/2023 18:01,150,Cancelled,1098,396.09,61,Female,Medium,Emergency,Economy,1,Silver,Desk,7.8,28,87,1,0,Middle
P5729,F689,Southwest,SEA,DFW,27/05/2024 22:06,148,Delayed,1434,596.85,36,Female,Medium,Family,Economy,2,None,Desk,10,3,51,0,0,Window
P5730,F1974,JetBlue,JFK,DFW,01/11/2023 22:33,177,On-time,1637,123.32,64,Male,Medium,Emergency,Economy,1,Gold,Airport Kiosk,7.9,3,118,0,0,Window
P5731,F1910,Southwest,JFK,ORD,04/11/2024 16:51,211,On-time,1309,239.75,50,Female,High,Family,Economy,0,None,Online,6.2,5,52,0,0,Aisle
P5732,F97,United,ATL,LAX,10/10/2023 8:56,177,On-time,1809,227.34,71,Male,Medium,Business,Premium Economy,0,None,Desk,6.5,7,119,0,0,Aisle
P5733,F1260,United,DEN,DFW,02/07/2023 18:26,154,On-time,1318,211.99,79,Male,Low,Leisure,Business,2,None,Airport Kiosk,6.6,5,20,0,0,Middle
P5734,F1557,American Airlines,JFK,SFO,20/04/2025 13:14,156,On-time,922,413.27,62,Male,Medium,Business,Economy,0,Silver,Mobile App,7.1,24,97,0,0,Aisle
P5735,F381,American Airlines,SFO,DEN,09/10/2023 10:49,226,On-time,1623,391.7,67,Male,Low,Family,Business,0,None,Airport Kiosk,8.1,14,22,1,0,Middle
P5736,F1630,Delta,SFO,LAX,06/12/2024 15:02,0,On-time,1181,242.55,31,Female,Medium,Emergency,Economy,2,None,Airport Kiosk,7.6,5,94,0,0,Window
P5737,F285,United,LAX,ORD,20/05/2024 21:59,149,Cancelled,1110,353.58,54,Male,Medium,Leisure,Economy,1,Platinum,Desk,9.9,17,32,0,0,Window
P5738,F1604,JetBlue,SFO,DFW,08/06/2024 22:39,145,On-time,1282,387.52,22,Male,Medium,Emergency,Economy,1,Silver,Desk,6.1,0,45,0,0,Middle
P5739,F22,United,DFW,ATL,24/07/2024 8:02,144,Delayed,1146,323.81,56,Female,High,Emergency,Economy,1,None,Airport Kiosk,7.3,13,91,0,0,Window
P5740,F214,Southwest,LAX,DFW,11/08/2024 21:26,111,On-time,1499,205.66,40,Female,Medium,Family,Economy,0,Silver,Mobile App,6.5,1,91,0,0,Window
P5741,F385,JetBlue,ORD,JFK,07/02/2025 20:22,216,On-time,987,414.83,30,Female,Medium,Business,Economy,0,Platinum,Online,8,1,12,0,1,Aisle
P5742,F1786,United,ORD,JFK,09/10/2024 17:08,104,On-time,1026,339.94,19,Male,High,Family,Economy,3,Gold,Desk,6.2,1,1,0,0,Middle
P5743,F1790,JetBlue,DEN,JFK,20/01/2025 8:26,249,On-time,1089,324.51,20,Female,Low,Business,Economy,0,Gold,Mobile App,8.3,2,111,0,0,Window
P5744,F155,United,ORD,DEN,20/03/2024 3:38,157,On-time,1090,269.25,36,Female,High,Leisure,First,1,Silver,Desk,4.2,1,84,0,0,Aisle
P5745,F196,Southwest,ORD,ATL,29/11/2024 18:47,185,On-time,1245,307.69,78,Female,Low,Leisure,Economy,1,Platinum,Airport Kiosk,8.7,5,51,0,0,Aisle
P5746,F332,Southwest,ATL,ORD,07/03/2025 18:34,197,On-time,1471,594.63,73,Male,Medium,Family,Economy,0,Gold,Airport Kiosk,8.5,3,98,0,1,Window
P5747,F1254,Delta,JFK,JFK,30/06/2023 12:11,174,Delayed,1177,539.88,76,Female,High,Emergency,Premium Economy,1,None,Desk,6.1,8,70,0,0,Middle
P5748,F893,American Airlines,SFO,SFO,28/08/2024 13:22,258,Delayed,1158,377.18,56,Female,Medium,Business,First,0,None,Airport Kiosk,3.8,2,89,0,0,Window
P5749,F974,American Airlines,ATL,ATL,24/05/2023 8:37,180,On-time,1337,256.6,41,Female,Low,Leisure,Economy,1,Gold,Online,6.3,6,57,0,0,Window
P5750,F1738,JetBlue,LAX,ATL,15/09/2024 23:24,207,On-time,721,350.42,45,Female,Medium,Emergency,Business,0,Silver,Mobile App,8.6,24,80,0,0,Window
P5751,F724,JetBlue,LAX,JFK,20/07/2024 18:18,58,On-time,1399,348.77,22,Female,Medium,Family,Economy,0,None,Mobile App,7.4,20,114,0,1,Middle
P5752,F300,Southwest,DFW,DEN,10/03/2025 16:44,214,On-time,1123,325.69,27,Male,Medium,Leisure,Premium Economy,0,None,Desk,5,1,101,0,1,Aisle
P5753,F974,American Airlines,ORD,LAX,17/08/2023 11:55,202,On-time,1301,285.73,24,Male,High,Business,Premium Economy,1,Silver,Online,7,5,109,0,1,Aisle
P5754,F639,Southwest,LAX,SEA,16/09/2023 22:00,198,On-time,1188,379.38,32,Male,Medium,Business,Economy,1,None,Mobile App,7.5,19,79,0,1,Middle
P5755,F1255,Southwest,JFK,SEA,25/09/2023 12:58,120,Delayed,1419,533.59,60,Male,Low,Leisure,Economy,0,Silver,Airport Kiosk,8.7,5,27,0,0,Middle
P5756,F578,American Airlines,SEA,LAX,28/02/2024 14:22,243,On-time,1243,471.7,47,Male,Low,Family,Business,1,None,Desk,8.3,1,60,0,0,Aisle
P5757,F920,United,DFW,LAX,28/03/2025 6:59,141,Cancelled,1459,303.54,36,Female,High,Family,Economy,0,None,Online,7.8,6,22,0,0,Aisle
P5758,F1553,United,ATL,ATL,28/08/2023 8:37,139,Cancelled,2118,368.67,58,Male,High,Emergency,First,0,None,Airport Kiosk,4.5,8,63,0,1,Aisle
P5759,F1288,JetBlue,SEA,SEA,21/11/2024 5:58,151,On-time,1431,367.9,67,Male,Low,Business,Business,2,None,Airport Kiosk,6.6,1,96,0,0,Window
P5760,F586,American Airlines,LAX,LAX,03/07/2024 18:49,176,On-time,1101,340.97,21,Male,High,Leisure,Economy,1,None,Mobile App,10,18,15,0,0,Middle
P5761,F1530,American Airlines,DFW,DFW,05/12/2024 9:30,124,On-time,1042,424.75,39,Male,Medium,Family,Economy,1,None,Desk,4.2,11,100,0,1,Window
P5762,F1820,Delta,SFO,JFK,02/11/2024 12:03,167,On-time,1136,437.08,43,Male,High,Business,Premium Economy,1,None,Online,7.4,3,47,0,0,Aisle
P5763,F306,American Airlines,SEA,JFK,11/04/2025 9:52,258,On-time,1182,530.84,29,Female,Medium,Leisure,Economy,2,None,Mobile App,6.1,16,8,0,0,Window
P5764,F986,United,DFW,JFK,11/04/2024 13:30,124,On-time,1662,326.23,35,Female,Medium,Leisure,Business,2,None,Mobile App,5.9,7,101,0,0,Aisle
P5765,F701,JetBlue,ORD,SEA,22/02/2025 4:30,99,Delayed,1769,301.96,44,Male,High,Family,Economy,0,Silver,Mobile App,8.2,1,23,0,0,Window
P5766,F1743,Southwest,LAX,SEA,12/11/2023 1:42,204,On-time,1240,256.01,56,Female,Low,Business,First,1,None,Online,6.4,2,62,0,0,Aisle
P5767,F109,Southwest,LAX,LAX,14/05/2023 11:05,26,On-time,1119,351.02,47,Male,Medium,Family,First,0,Gold,Desk,7.6,3,6,0,0,Middle
P5768,F549,JetBlue,LAX,DFW,02/06/2024 7:13,144,Delayed,1081,503.39,30,Male,Medium,Family,Economy,1,None,Online,10,4,27,0,0,Window
P5769,F822,American Airlines,JFK,DEN,05/07/2023 3:55,229,On-time,1123,384.3,54,Female,Medium,Family,Economy,1,None,Mobile App,8.1,13,26,0,1,Window
P5770,F937,United,ATL,LAX,23/06/2024 18:23,210,Delayed,1285,294.7,74,Male,Medium,Emergency,Premium Economy,1,Silver,Airport Kiosk,9.4,5,0,0,1,Middle
P5771,F1612,United,LAX,SFO,18/11/2024 7:54,161,On-time,763,324.6,19,Male,Medium,Business,Economy,0,None,Online,6.8,26,33,0,1,Window
P5772,F1000,American Airlines,ATL,ATL,23/05/2023 20:09,184,Delayed,1504,356.37,20,Male,Low,Family,Economy,0,None,Online,7.1,16,39,0,0,Window
P5773,F195,Delta,JFK,LAX,06/03/2025 16:13,86,Cancelled,1046,503.49,28,Female,Low,Emergency,Premium Economy,0,Silver,Desk,5.8,23,12,1,0,Middle
P5774,F82,JetBlue,LAX,DEN,03/05/2024 15:08,197,On-time,1894,382.17,47,Female,Low,Family,Economy,1,None,Mobile App,8.2,4,117,0,0,Middle
P5775,F430,Delta,LAX,SEA,18/07/2024 20:48,189,On-time,1062,295.99,40,Female,Low,Leisure,Economy,1,None,Desk,8.9,3,65,1,1,Middle
P5776,F667,Southwest,ORD,ORD,12/05/2023 22:35,227,On-time,1176,325.95,75,Female,Medium,Family,Economy,1,None,Airport Kiosk,8,3,118,0,1,Aisle
P5777,F1122,Southwest,JFK,ORD,05/05/2024 10:03,88,On-time,822,217.91,69,Male,Medium,Emergency,Premium Economy,3,None,Desk,9.1,26,81,0,0,Aisle
P5778,F793,JetBlue,JFK,LAX,11/08/2023 19:56,192,On-time,772,332.7,60,Male,Medium,Family,Economy,1,Silver,Mobile App,9.1,18,41,0,0,Middle
P5779,F812,JetBlue,DEN,DEN,25/06/2024 19:29,215,On-time,1662,466.15,51,Female,Medium,Emergency,Economy,1,Silver,Desk,6.6,27,51,0,0,Middle
P5780,F1992,United,DEN,ATL,30/05/2024 1:10,148,On-time,1438,497.94,32,Male,High,Family,Economy,1,Silver,Online,8.8,2,118,0,0,Aisle
P5781,F494,United,LAX,ATL,20/07/2023 18:11,209,Delayed,842,373.18,32,Male,Medium,Leisure,Economy,0,Gold,Mobile App,8.6,8,88,0,0,Aisle
P5782,F563,JetBlue,ATL,ATL,23/06/2024 16:46,140,On-time,1409,499.9,73,Male,Medium,Leisure,Economy,0,Silver,Desk,7.4,2,41,1,1,Window
P5783,F971,United,SEA,ATL,17/05/2024 17:39,184,On-time,1186,422.47,52,Male,Medium,Business,Economy,2,None,Desk,7.3,26,99,0,0,Aisle
P5784,F808,American Airlines,ATL,DFW,22/12/2024 1:11,192,On-time,1304,464.87,51,Male,Medium,Business,First,1,None,Mobile App,9.5,3,50,0,0,Aisle
P5785,F148,American Airlines,LAX,SEA,27/11/2024 11:09,99,On-time,883,516.73,64,Female,Low,Emergency,Premium Economy,1,None,Mobile App,7.2,1,94,0,0,Middle
P5786,F375,JetBlue,JFK,DFW,27/01/2025 19:44,228,Delayed,1620,262.05,31,Female,Medium,Leisure,Economy,1,Silver,Online,6.7,21,38,0,1,Aisle
P5787,F107,Southwest,DFW,JFK,30/01/2024 8:51,247,Delayed,1551,368.74,31,Female,Low,Leisure,Premium Economy,3,None,Desk,5.3,6,9,0,0,Middle
P5788,F696,Southwest,SEA,LAX,21/11/2024 11:37,164,On-time,1493,436.69,18,Male,High,Family,Business,0,Silver,Airport Kiosk,6.8,21,116,0,1,Middle
P5789,F248,JetBlue,SFO,DFW,07/06/2023 23:36,238,On-time,1376,390.77,70,Male,Low,Family,Economy,2,None,Desk,6.9,10,104,0,0,Aisle
P5790,F472,American Airlines,LAX,SFO,14/11/2024 3:32,225,On-time,1244,289.2,65,Male,Medium,Business,First,1,None,Mobile App,6.9,21,15,0,0,Window
P5791,F375,Delta,ATL,ATL,30/04/2023 15:21,230,On-time,871,453.95,28,Male,High,Emergency,Economy,1,None,Airport Kiosk,8,7,22,0,0,Middle
