Flight_ID,Airline,Departure_Airport,Arrival_Airport,Departure_Time,Departure_Date,Departure_Hour,Flight_Duration_Minutes,Flight_Status,Distance_Miles,Delay_Minutes,Weather_Impact
F844,Southwest,SFO,SEA,2024-10-13 11:46:00,2024-10-13,11:46:00,51,Delayed,1485,5,0
F1412,Delta,ATL,SFO,2024-10-05 14:32:00,2024-10-05,14:32:00,110,Cancelled,1525,14,0
F1317,Southwest,ATL,DFW,2023-09-09 11:16:00,2023-09-09,11:16:00,162,Delayed,1359,4,0
F283,JetBlue,SFO,DFW,2023-09-20 07:05:00,2023-09-20,07:05:00,213,On-time,1142,12,1
F1062,Southwest,JFK,SEA,2023-12-08 00:43:00,2023-12-08,00:43:00,248,On-time,1280,3,0
F1556,JetBlue,SEA,JFK,2024-11-16 05:19:00,2024-11-16,05:19:00,135,On-time,965,4,0
F915,Delta,SFO,SEA,2024-01-07 09:23:00,2024-01-07,09:23:00,160,On-time,1077,35,0
F755,United,JFK,SFO,2024-05-15 07:04:00,2024-05-15,07:04:00,121,On-time,1363,2,0
F1777,American Airlines,SFO,ATL,2024-05-19 18:13:00,2024-05-19,18:13:00,110,On-time,1349,7,0
F1967,JetBlue,JFK,DFW,2024-12-16 12:55:00,2024-12-16,12:55:00,306,On-time,1502,18,0
F668,American Airlines,ORD,DFW,2024-08-19 12:04:00,2024-08-19,12:04:00,75,On-time,1219,21,0
F29,Delta,DFW,JFK,2025-01-31 18:13:00,2025-01-31,18:13:00,188,On-time,1188,13,0
F1560,American Airlines,ATL,DEN,2023-08-27 06:36:00,2023-08-27,06:36:00,250,On-time,714,10,0
F382,United,SEA,DFW,2025-01-01 04:10:00,2025-01-01,04:10:00,245,On-time,791,31,0
F1299,JetBlue,DEN,SEA,2024-05-01 02:11:00,2024-05-01,02:11:00,211,Delayed,699,12,0
F1929,Delta,LAX,ATL,2023-09-29 23:56:00,2023-09-29,23:56:00,303,On-time,1528,17,1
F286,United,DFW,SEA,2025-03-01 06:38:00,2025-03-01,06:38:00,126,On-time,1449,22,0
F23,Southwest,SFO,ORD,2023-09-15 15:51:00,2023-09-15,15:51:00,185,On-time,1105,2,0
F1941,Delta,LAX,ORD,2025-01-20 14:35:00,2025-01-20,14:35:00,185,On-time,949,6,0
F94,JetBlue,DEN,SFO,2024-12-09 10:48:00,2024-12-09,10:48:00,159,On-time,1477,4,0
F770,American Airlines,LAX,DEN,2023-05-01 01:29:00,2023-05-01,01:29:00,172,On-time,1189,5,0
F570,Southwest,SFO,LAX,2023-09-03 10:34:00,2023-09-03,10:34:00,169,On-time,1109,1,0
F413,United,SFO,SFO,2025-01-05 17:16:00,2025-01-05,17:16:00,178,On-time,1579,0,0
F1809,United,ORD,DEN,2023-09-15 19:25:00,2023-09-15,19:25:00,33,On-time,1437,8,1
F1039,United,ORD,DFW,2023-09-22 22:08:00,2023-09-22,22:08:00,140,On-time,1015,13,0
F487,Delta,ATL,SFO,2024-08-26 18:11:00,2024-08-26,18:11:00,290,Cancelled,1804,12,0
F1830,Delta,LAX,ATL,2025-04-22 09:22:00,2025-04-22,09:22:00,169,On-time,1186,1,0
F1840,United,SFO,DEN,2023-06-17 22:45:00,2023-06-17,22:45:00,109,On-time,1001,4,0
F1764,Delta,JFK,ORD,2025-03-02 12:55:00,2025-03-02,12:55:00,140,Delayed,1070,22,0
F44,Delta,ATL,SEA,2024-10-04 20:26:00,2024-10-04,20:26:00,179,On-time,957,11,0
F64,JetBlue,ATL,DEN,2024-03-08 09:26:00,2024-03-08,09:26:00,173,On-time,1308,6,0
F199,Southwest,LAX,SFO,2023-11-20 14:20:00,2023-11-20,14:20:00,108,On-time,1567,10,0
F946,Southwest,DEN,DFW,2025-02-19 11:31:00,2025-02-19,11:31:00,194,Delayed,748,29,0
F192,JetBlue,SEA,SFO,2024-07-07 16:14:00,2024-07-07,16:14:00,265,On-time,998,1,0
F1574,JetBlue,ORD,ORD,2024-02-22 10:09:00,2024-02-22,10:09:00,161,On-time,479,29,0
F113,JetBlue,SEA,LAX,2024-12-19 02:45:00,2024-12-19,02:45:00,236,On-time,1054,10,0
F1377,Delta,ORD,DFW,2024-09-24 02:07:00,2024-09-24,02:07:00,110,On-time,958,8,0
F1239,Southwest,ATL,LAX,2024-06-10 21:55:00,2024-06-10,21:55:00,194,Delayed,609,27,0
F1653,Southwest,SFO,LAX,2023-07-29 03:03:00,2023-07-29,03:03:00,246,On-time,979,5,1
F716,Southwest,LAX,JFK,2025-01-30 17:49:00,2025-01-30,17:49:00,133,Delayed,854,17,0
F55,Delta,DEN,DFW,2024-12-08 02:59:00,2024-12-08,02:59:00,154,On-time,1366,14,0
F942,JetBlue,JFK,JFK,2023-10-29 00:46:00,2023-10-29,00:46:00,118,On-time,1006,19,1
F1113,Delta,SFO,DFW,2023-09-15 15:38:00,2023-09-15,15:38:00,128,On-time,1158,11,0
F872,United,SFO,ORD,2023-10-27 21:57:00,2023-10-27,21:57:00,148,Delayed,930,5,0
F1541,JetBlue,SFO,LAX,2024-02-28 12:15:00,2024-02-28,12:15:00,174,On-time,1310,4,1
F277,American Airlines,LAX,SFO,2024-10-08 05:15:00,2024-10-08,05:15:00,180,On-time,1189,24,0
F1526,American Airlines,JFK,SFO,2024-06-16 03:52:00,2024-06-16,03:52:00,274,On-time,919,1,0
F817,American Airlines,SEA,SEA,2024-12-18 16:18:00,2024-12-18,16:18:00,183,On-time,1071,10,0
F952,United,SEA,LAX,2023-08-26 09:10:00,2023-08-26,09:10:00,104,Delayed,1375,19,0
F1897,Southwest,LAX,ATL,2024-06-19 03:43:00,2024-06-19,03:43:00,176,On-time,1113,0,0
F1479,Delta,DEN,SEA,2023-10-05 12:10:00,2023-10-05,12:10:00,200,Delayed,851,12,0
F1619,United,DEN,ORD,2024-01-02 15:52:00,2024-01-02,15:52:00,159,On-time,1507,8,1
F276,Southwest,SFO,LAX,2024-03-25 10:30:00,2024-03-25,10:30:00,155,On-time,758,15,0
F550,JetBlue,ORD,JFK,2023-05-02 20:22:00,2023-05-02,20:22:00,193,Cancelled,1103,14,0
F342,American Airlines,SEA,DFW,2023-12-17 01:37:00,2023-12-17,01:37:00,110,On-time,1219,14,1
F344,Delta,DEN,DFW,2023-11-02 12:45:00,2023-11-02,12:45:00,174,On-time,868,16,0
F165,Southwest,ORD,SFO,2023-08-13 15:05:00,2023-08-13,15:05:00,314,On-time,983,18,0
F1875,Delta,ATL,DFW,2023-10-09 23:48:00,2023-10-09,23:48:00,164,On-time,1338,3,0
F684,United,ORD,DFW,2024-02-10 08:02:00,2024-02-10,08:02:00,240,Delayed,1252,9,0
F27,United,JFK,SEA,2023-06-05 10:45:00,2023-06-05,10:45:00,200,On-time,1418,2,0
F933,Delta,DEN,SEA,2024-08-07 18:13:00,2024-08-07,18:13:00,272,On-time,1321,21,0
F1601,American Airlines,SFO,DFW,2024-06-26 07:54:00,2024-06-26,07:54:00,187,On-time,1010,49,0
F1121,JetBlue,ORD,SFO,2025-04-15 15:14:00,2025-04-15,15:14:00,156,On-time,1431,6,0
F528,JetBlue,ORD,LAX,2023-07-03 17:11:00,2023-07-03,17:11:00,102,On-time,1430,4,0
F868,American Airlines,ATL,ORD,2025-01-06 19:21:00,2025-01-06,19:21:00,197,On-time,1439,18,0
F1209,Southwest,LAX,LAX,2023-07-27 15:38:00,2023-07-27,15:38:00,124,Delayed,961,15,1
F498,American Airlines,DFW,SEA,2024-02-26 06:55:00,2024-02-26,06:55:00,151,On-time,1359,31,0
F1744,American Airlines,SEA,ORD,2023-12-10 13:26:00,2023-12-10,13:26:00,254,On-time,1061,27,0
F429,United,DFW,SFO,2025-02-17 19:48:00,2025-02-17,19:48:00,100,On-time,1401,6,0
F503,JetBlue,ATL,ATL,2024-11-25 04:54:00,2024-11-25,04:54:00,293,On-time,705,8,0
F25,JetBlue,JFK,DFW,2024-04-15 11:56:00,2024-04-15,11:56:00,285,On-time,1667,5,0
F901,Southwest,JFK,SEA,2024-04-05 10:30:00,2024-04-05,10:30:00,175,Delayed,1437,24,0
F54,Southwest,DEN,DEN,2023-12-25 02:14:00,2023-12-25,02:14:00,183,On-time,1029,19,0
F279,American Airlines,JFK,ATL,2023-10-06 07:31:00,2023-10-06,07:31:00,160,On-time,1539,0,1
F623,United,ATL,SFO,2024-06-17 23:50:00,2024-06-17,23:50:00,147,Delayed,1101,0,0
F904,JetBlue,ORD,ORD,2024-04-13 06:53:00,2024-04-13,06:53:00,135,On-time,1417,27,0
F1204,Delta,JFK,LAX,2023-06-21 00:41:00,2023-06-21,00:41:00,215,On-time,1483,5,0
F1322,Delta,DFW,DEN,2024-09-15 01:14:00,2024-09-15,01:14:00,244,On-time,1508,6,0
F1167,Delta,DFW,ORD,2023-05-09 08:46:00,2023-05-09,08:46:00,267,On-time,839,19,0
F1961,Delta,ORD,JFK,2023-09-18 02:41:00,2023-09-18,02:41:00,200,On-time,1265,1,0
F432,JetBlue,DEN,DEN,2024-09-18 07:40:00,2024-09-18,07:40:00,203,Delayed,1537,4,0
F603,JetBlue,ATL,JFK,2024-09-27 10:16:00,2024-09-27,10:16:00,171,On-time,1527,12,0
F494,Delta,DEN,SFO,2024-11-29 08:12:00,2024-11-29,08:12:00,63,On-time,1195,0,0
F1234,American Airlines,ATL,SFO,2024-03-26 08:29:00,2024-03-26,08:29:00,139,On-time,1288,1,1
F1602,Delta,DFW,SEA,2023-10-17 16:31:00,2023-10-17,16:31:00,230,On-time,1254,2,0
F1048,United,JFK,ATL,2024-01-18 14:53:00,2024-01-18,14:53:00,98,On-time,1744,4,0
F265,JetBlue,LAX,DEN,2023-11-23 22:53:00,2023-11-23,22:53:00,57,On-time,1499,17,1
F1170,JetBlue,DEN,DEN,2025-04-17 15:25:00,2025-04-17,15:25:00,196,On-time,1287,20,0
F324,JetBlue,LAX,SFO,2024-04-24 14:12:00,2024-04-24,14:12:00,213,On-time,1347,16,0
F1546,Southwest,LAX,JFK,2024-09-11 15:58:00,2024-09-11,15:58:00,269,On-time,737,1,0
F833,Delta,SEA,DEN,2025-03-21 02:28:00,2025-03-21,02:28:00,191,On-time,1152,44,0
F803,Southwest,SEA,JFK,2024-07-29 21:33:00,2024-07-29,21:33:00,215,On-time,1477,3,0
F1758,American Airlines,JFK,DFW,2024-11-07 02:29:00,2024-11-07,02:29:00,173,On-time,1034,20,0
F1289,Southwest,JFK,DEN,2024-07-15 13:06:00,2024-07-15,13:06:00,276,On-time,1529,0,0
F468,JetBlue,LAX,JFK,2025-04-04 20:56:00,2025-04-04,20:56:00,159,On-time,1155,14,0
F615,United,SFO,DFW,2024-07-07 15:49:00,2024-07-07,15:49:00,213,On-time,1174,2,0
F1118,United,SFO,SEA,2025-02-23 12:05:00,2025-02-23,12:05:00,255,On-time,929,2,0
F126,Delta,ATL,SFO,2024-08-17 06:57:00,2024-08-17,06:57:00,157,Cancelled,1168,6,0
F1249,Southwest,ORD,LAX,2024-02-20 15:37:00,2024-02-20,15:37:00,216,On-time,1525,9,1
F814,American Airlines,DFW,LAX,2023-08-03 19:57:00,2023-08-03,19:57:00,272,On-time,929,1,0
F465,JetBlue,ATL,DEN,2024-03-28 08:59:00,2024-03-28,08:59:00,202,Delayed,1573,5,0
F1850,JetBlue,DEN,DEN,2024-10-18 17:16:00,2024-10-18,17:16:00,92,On-time,1085,17,1
F1020,Delta,DEN,LAX,2024-02-10 14:56:00,2024-02-10,14:56:00,225,On-time,1733,9,0
F1582,Southwest,DEN,SFO,2023-05-15 19:01:00,2023-05-15,19:01:00,221,On-time,1194,28,0
F418,United,SEA,DEN,2023-06-22 00:06:00,2023-06-22,00:06:00,186,Delayed,1112,2,0
F822,Southwest,ORD,DEN,2024-04-29 07:58:00,2024-04-29,07:58:00,198,On-time,1066,9,0
F1933,United,ORD,DEN,2024-11-10 13:09:00,2024-11-10,13:09:00,211,On-time,1310,12,0
F1805,Southwest,DFW,SFO,2024-01-21 12:24:00,2024-01-21,12:24:00,195,Cancelled,1057,2,0
F52,Delta,DFW,SEA,2024-04-27 16:27:00,2024-04-27,16:27:00,94,On-time,1056,0,0
F148,Southwest,SEA,DFW,2024-10-10 07:29:00,2024-10-10,07:29:00,262,On-time,1726,5,0
F1196,American Airlines,JFK,ATL,2024-12-11 22:38:00,2024-12-11,22:38:00,223,On-time,2004,1,1
F1584,United,ATL,ATL,2024-07-15 09:59:00,2024-07-15,09:59:00,156,On-time,840,7,0
F1913,American Airlines,SFO,LAX,2023-11-10 21:02:00,2023-11-10,21:02:00,145,On-time,755,20,0
F166,United,SEA,ORD,2023-05-14 13:49:00,2023-05-14,13:49:00,161,Delayed,824,4,0
F1440,Delta,LAX,SEA,2023-11-30 06:03:00,2023-11-30,06:03:00,277,On-time,1222,18,0
F412,American Airlines,DEN,DFW,2024-03-15 15:22:00,2024-03-15,15:22:00,159,On-time,1515,21,1
F203,Southwest,ATL,JFK,2024-01-26 12:28:00,2024-01-26,12:28:00,245,On-time,1090,3,0
F1251,Southwest,DFW,LAX,2025-03-17 01:28:00,2025-03-17,01:28:00,238,On-time,2324,6,0
F1023,JetBlue,DEN,SFO,2023-12-22 14:30:00,2023-12-22,14:30:00,238,On-time,1384,5,0
F352,United,LAX,LAX,2023-12-28 20:03:00,2023-12-28,20:03:00,138,On-time,1646,1,1
F357,United,SFO,SEA,2024-06-12 18:56:00,2024-06-12,18:56:00,318,On-time,1159,31,1
F1390,JetBlue,JFK,ATL,2024-07-22 23:02:00,2024-07-22,23:02:00,171,On-time,823,7,0
F1371,Southwest,DEN,ORD,2024-07-24 11:59:00,2024-07-24,11:59:00,161,On-time,911,2,0
F1940,Delta,SFO,DEN,2024-07-15 07:02:00,2024-07-15,07:02:00,175,On-time,1323,4,0
F869,United,JFK,DFW,2024-04-14 10:29:00,2024-04-14,10:29:00,140,On-time,1062,45,0
F1227,JetBlue,SFO,ORD,2024-09-30 10:45:00,2024-09-30,10:45:00,263,On-time,870,7,1
F1139,United,SEA,DFW,2023-10-03 14:23:00,2023-10-03,14:23:00,236,On-time,812,3,0
F1037,Southwest,JFK,ORD,2023-10-01 11:05:00,2023-10-01,11:05:00,185,Cancelled,1080,8,1
F1072,American Airlines,SEA,DFW,2025-03-27 16:48:00,2025-03-27,16:48:00,11,Delayed,1486,6,0
F1896,Delta,SFO,DFW,2023-05-28 17:14:00,2023-05-28,17:14:00,152,On-time,1577,24,0
F1665,Southwest,SFO,ATL,2023-10-25 03:37:00,2023-10-25,03:37:00,128,On-time,928,3,1
F1953,American Airlines,DFW,ATL,2024-12-10 19:32:00,2024-12-10,19:32:00,115,On-time,1294,1,0
F1756,American Airlines,DFW,DFW,2023-06-04 04:09:00,2023-06-04,04:09:00,183,On-time,936,35,1
F1852,American Airlines,JFK,SFO,2023-05-07 12:23:00,2023-05-07,12:23:00,114,On-time,1050,10,0
F911,United,DEN,JFK,2024-07-31 14:05:00,2024-07-31,14:05:00,287,On-time,1290,1,0
F591,Southwest,SEA,DEN,2024-05-20 02:58:00,2024-05-20,02:58:00,52,On-time,1599,12,0
F365,Southwest,LAX,DEN,2023-07-17 10:27:00,2023-07-17,10:27:00,78,Delayed,865,4,0
F1651,JetBlue,SFO,DFW,2023-05-26 04:15:00,2023-05-26,04:15:00,232,On-time,1291,2,0
F1836,Delta,JFK,ATL,2024-08-12 21:39:00,2024-08-12,21:39:00,219,On-time,1331,8,0
F145,JetBlue,SFO,ATL,2023-12-23 00:16:00,2023-12-23,00:16:00,189,On-time,1266,6,0
F1639,Southwest,JFK,ATL,2025-02-07 21:59:00,2025-02-07,21:59:00,145,Delayed,1009,1,0
F144,Southwest,JFK,SEA,2025-02-01 11:53:00,2025-02-01,11:53:00,55,On-time,1309,0,1
F84,American Airlines,SEA,DFW,2024-03-19 05:09:00,2024-03-19,05:09:00,264,Delayed,974,25,0
F873,JetBlue,DFW,SFO,2024-04-30 07:30:00,2024-04-30,07:30:00,245,On-time,1362,2,0
F176,Southwest,ORD,DEN,2024-01-07 02:45:00,2024-01-07,02:45:00,214,On-time,1528,11,0
F168,Southwest,DEN,JFK,2023-11-23 06:28:00,2023-11-23,06:28:00,171,On-time,898,21,0
F1270,Southwest,ORD,JFK,2025-03-14 13:38:00,2025-03-14,13:38:00,239,Delayed,1449,2,0
F1686,Southwest,SFO,DFW,2025-02-17 09:03:00,2025-02-17,09:03:00,327,Delayed,1471,9,0
F248,American Airlines,DFW,DFW,2023-12-15 09:08:00,2023-12-15,09:08:00,166,On-time,1076,21,0
F703,United,JFK,JFK,2024-09-02 06:21:00,2024-09-02,06:21:00,150,On-time,1432,1,0
F19,United,ATL,JFK,2024-02-04 00:57:00,2024-02-04,00:57:00,267,On-time,1022,8,0
F1426,United,SEA,ORD,2024-10-23 22:00:00,2024-10-23,22:00:00,137,Delayed,990,1,0
F1690,United,JFK,LAX,2024-07-06 13:02:00,2024-07-06,13:02:00,272,Delayed,1674,9,0
F858,United,LAX,SEA,2024-11-15 16:30:00,2024-11-15,16:30:00,143,Delayed,1396,13,1
F1664,United,SFO,SFO,2023-05-23 02:26:00,2023-05-23,02:26:00,182,On-time,1089,8,0
F1911,JetBlue,JFK,SFO,2023-07-02 02:20:00,2023-07-02,02:20:00,172,On-time,960,9,0
F1025,Southwest,ATL,ORD,2023-08-28 19:31:00,2023-08-28,19:31:00,110,On-time,1316,6,0
F1076,Delta,LAX,LAX,2024-10-07 16:52:00,2024-10-07,16:52:00,139,On-time,1577,6,1
F743,Delta,SEA,LAX,2024-10-17 00:50:00,2024-10-17,00:50:00,109,On-time,797,0,1
F1134,United,DFW,ATL,2024-11-01 10:31:00,2024-11-01,10:31:00,186,On-time,538,3,0
F1673,Delta,DFW,DFW,2024-01-21 02:50:00,2024-01-21,02:50:00,284,On-time,1661,5,0
F1133,JetBlue,LAX,SFO,2024-08-11 09:39:00,2024-08-11,09:39:00,118,Cancelled,1690,2,0
F1388,Southwest,DEN,SFO,2023-05-30 01:56:00,2023-05-30,01:56:00,124,On-time,986,6,1
F698,Delta,DFW,LAX,2023-09-05 07:26:00,2023-09-05,07:26:00,131,On-time,674,0,0
F433,American Airlines,LAX,SFO,2023-07-05 20:51:00,2023-07-05,20:51:00,186,On-time,851,4,0
F1838,American Airlines,JFK,SEA,2024-09-21 11:46:00,2024-09-21,11:46:00,121,Delayed,1467,14,0
F574,Delta,JFK,SEA,2024-12-12 10:03:00,2024-12-12,10:03:00,214,Delayed,1177,0,1
F407,JetBlue,JFK,SFO,2023-12-05 17:30:00,2023-12-05,17:30:00,156,On-time,1066,26,0
F252,United,ATL,DEN,2024-11-15 23:59:00,2024-11-15,23:59:00,87,On-time,1156,4,1
F320,JetBlue,ATL,DFW,2025-03-22 12:01:00,2025-03-22,12:01:00,141,On-time,1034,6,0
F1680,American Airlines,ATL,DEN,2023-12-16 09:58:00,2023-12-16,09:58:00,191,On-time,693,23,0
F1976,Southwest,DEN,SFO,2024-05-20 01:54:00,2024-05-20,01:54:00,178,On-time,978,13,0
F1258,Southwest,SFO,SFO,2024-07-06 20:46:00,2024-07-06,20:46:00,177,On-time,948,1,0
F1535,Southwest,LAX,JFK,2023-12-27 06:54:00,2023-12-27,06:54:00,111,On-time,971,6,0
F1315,Delta,ORD,LAX,2024-06-02 13:16:00,2024-06-02,13:16:00,203,On-time,1081,43,0
F785,Southwest,SEA,DFW,2023-08-27 20:04:00,2023-08-27,20:04:00,238,Delayed,1076,2,0
F1050,Delta,LAX,DEN,2024-09-17 03:33:00,2024-09-17,03:33:00,87,Delayed,1454,3,0
F88,JetBlue,LAX,ATL,2025-01-03 04:32:00,2025-01-03,04:32:00,108,On-time,923,8,0
F1253,Southwest,ATL,ORD,2024-10-20 22:33:00,2024-10-20,22:33:00,263,On-time,820,1,0
F1365,Delta,SEA,SEA,2024-09-25 17:30:00,2024-09-25,17:30:00,239,On-time,789,5,0
F188,Delta,LAX,SFO,2024-05-20 15:07:00,2024-05-20,15:07:00,204,On-time,742,5,0
F1487,Southwest,LAX,LAX,2023-07-07 07:39:00,2023-07-07,07:39:00,257,On-time,1554,1,0
F1109,Southwest,LAX,LAX,2024-08-19 03:50:00,2024-08-19,03:50:00,219,On-time,1589,18,0
F616,United,JFK,JFK,2023-07-06 14:02:00,2023-07-06,14:02:00,187,Cancelled,893,2,0
F1460,Delta,LAX,SFO,2023-10-20 00:13:00,2023-10-20,00:13:00,174,On-time,1261,3,0
F138,JetBlue,ORD,LAX,2023-08-01 22:50:00,2023-08-01,22:50:00,122,On-time,1610,1,0
F713,JetBlue,DEN,SEA,2024-01-12 02:40:00,2024-01-12,02:40:00,220,On-time,1345,1,1
F859,JetBlue,ATL,ORD,2023-11-06 08:15:00,2023-11-06,08:15:00,236,On-time,1160,1,0
F73,Delta,ORD,ORD,2024-10-13 21:23:00,2024-10-13,21:23:00,256,On-time,1248,14,0
F1417,American Airlines,DEN,LAX,2024-07-19 21:23:00,2024-07-19,21:23:00,242,Delayed,886,2,0
F1011,American Airlines,LAX,SEA,2025-02-28 21:39:00,2025-02-28,21:39:00,243,On-time,1491,8,0
F1968,Southwest,JFK,ORD,2023-06-15 15:23:00,2023-06-15,15:23:00,234,On-time,1011,26,0
F340,United,SFO,SFO,2024-08-03 07:11:00,2024-08-03,07:11:00,111,Cancelled,919,8,0
F1425,Delta,SEA,JFK,2023-11-03 18:26:00,2023-11-03,18:26:00,65,Cancelled,1257,25,0
F1472,Delta,SFO,LAX,2024-01-29 05:14:00,2024-01-29,05:14:00,173,Delayed,882,2,1
F547,Delta,ATL,JFK,2024-01-17 00:36:00,2024-01-17,00:36:00,192,On-time,1162,17,0
F577,United,ORD,ATL,2024-04-21 10:55:00,2024-04-21,10:55:00,106,On-time,1592,1,0
F1420,JetBlue,JFK,DFW,2023-10-08 06:53:00,2023-10-08,06:53:00,210,On-time,1163,7,0
F1853,Delta,ORD,DEN,2024-04-30 03:48:00,2024-04-30,03:48:00,145,On-time,1095,13,0
F1999,American Airlines,DEN,ORD,2024-09-21 08:35:00,2024-09-21,08:35:00,150,On-time,1556,13,0
F932,Southwest,JFK,DEN,2024-04-10 09:42:00,2024-04-10,09:42:00,123,On-time,1100,9,0
F1837,Delta,ORD,SEA,2024-03-24 13:02:00,2024-03-24,13:02:00,166,On-time,774,4,0
F796,JetBlue,JFK,ORD,2025-03-05 13:02:00,2025-03-05,13:02:00,167,Delayed,800,11,0
F688,Southwest,DFW,DFW,2024-07-20 17:45:00,2024-07-20,17:45:00,262,On-time,1091,2,1
F392,Southwest,LAX,SFO,2024-02-08 16:56:00,2024-02-08,16:56:00,261,Delayed,1469,9,0
F1525,JetBlue,ATL,ORD,2024-11-17 21:10:00,2024-11-17,21:10:00,169,On-time,772,4,0
F403,JetBlue,JFK,DEN,2025-02-09 05:45:00,2025-02-09,05:45:00,142,On-time,1005,16,0
F1563,Delta,DEN,SEA,2025-04-09 04:34:00,2025-04-09,04:34:00,206,Delayed,1064,6,0
F1627,United,JFK,JFK,2024-06-19 00:39:00,2024-06-19,00:39:00,148,On-time,568,0,0
F239,JetBlue,ORD,DFW,2023-08-03 02:30:00,2023-08-03,02:30:00,195,On-time,1852,2,0
F177,American Airlines,JFK,ORD,2024-02-22 04:26:00,2024-02-22,04:26:00,142,On-time,1089,2,0
F855,JetBlue,SEA,DEN,2024-06-19 17:47:00,2024-06-19,17:47:00,256,On-time,1356,8,1
F1095,Delta,ATL,DEN,2024-08-06 14:47:00,2024-08-06,14:47:00,145,Delayed,1410,35,0
F406,JetBlue,SEA,ORD,2023-04-28 02:33:00,2023-04-28,02:33:00,183,On-time,1481,3,1
F1485,American Airlines,DEN,ATL,2024-11-19 23:33:00,2024-11-19,23:33:00,83,On-time,1802,2,0
F1508,American Airlines,SFO,LAX,2023-05-14 22:32:00,2023-05-14,22:32:00,163,On-time,1009,43,0
F965,American Airlines,JFK,SFO,2023-08-16 09:34:00,2023-08-16,09:34:00,124,On-time,709,6,0
F1307,American Airlines,DEN,ORD,2024-07-12 00:19:00,2024-07-12,00:19:00,184,On-time,1187,15,1
F914,Southwest,SFO,ORD,2024-05-28 11:37:00,2024-05-28,11:37:00,161,On-time,1422,2,0
F1699,Southwest,DEN,SEA,2023-06-17 02:08:00,2023-06-17,02:08:00,206,On-time,1174,6,0
F1881,American Airlines,ATL,ATL,2023-09-01 14:10:00,2023-09-01,14:10:00,175,Delayed,1252,4,0
F1481,Southwest,ORD,SEA,2023-06-03 15:38:00,2023-06-03,15:38:00,140,On-time,1264,21,0
F1949,American Airlines,SFO,JFK,2023-07-28 08:25:00,2023-07-28,08:25:00,80,On-time,1245,4,1
F1684,Southwest,DEN,SFO,2024-05-06 22:59:00,2024-05-06,22:59:00,262,Delayed,1171,12,0
F130,JetBlue,LAX,LAX,2024-04-17 01:34:00,2024-04-17,01:34:00,251,On-time,787,16,0
F801,United,LAX,JFK,2023-09-30 10:35:00,2023-09-30,10:35:00,249,Delayed,699,20,1
F1501,United,DFW,DEN,2024-12-17 03:56:00,2024-12-17,03:56:00,76,On-time,1538,14,0
F1233,American Airlines,JFK,ORD,2024-12-11 01:42:00,2024-12-11,01:42:00,150,On-time,731,14,0
F82,Southwest,ORD,LAX,2024-08-31 17:02:00,2024-08-31,17:02:00,172,On-time,1121,2,0
F1649,United,DFW,LAX,2024-11-22 08:20:00,2024-11-22,08:20:00,160,On-time,1629,7,0
F492,United,DEN,JFK,2023-08-27 09:16:00,2023-08-27,09:16:00,92,On-time,1298,2,1
F737,American Airlines,SFO,ATL,2023-06-24 10:35:00,2023-06-24,10:35:00,196,On-time,1050,2,0
F197,United,SFO,DEN,2023-06-26 19:49:00,2023-06-26,19:49:00,165,On-time,832,10,0
F845,Southwest,ORD,SFO,2023-11-16 17:52:00,2023-11-16,17:52:00,273,On-time,1008,18,0
F728,United,SEA,ORD,2023-10-01 18:00:00,2023-10-01,18:00:00,234,On-time,867,1,0
F1041,Southwest,SFO,JFK,2024-08-06 09:41:00,2024-08-06,09:41:00,100,Delayed,1697,7,0
F393,United,SFO,LAX,2023-05-25 08:54:00,2023-05-25,08:54:00,234,On-time,1676,34,0
F202,JetBlue,LAX,DFW,2024-04-19 09:59:00,2024-04-19,09:59:00,242,On-time,1905,1,0
F683,Southwest,LAX,JFK,2024-11-18 09:48:00,2024-11-18,09:48:00,118,Delayed,1223,7,0
F696,JetBlue,JFK,LAX,2024-06-18 10:57:00,2024-06-18,10:57:00,136,On-time,1143,1,1
F779,JetBlue,ORD,ATL,2025-02-02 13:07:00,2025-02-02,13:07:00,249,On-time,1225,7,0
F98,Southwest,DEN,DEN,2023-07-09 16:15:00,2023-07-09,16:15:00,74,On-time,917,19,0
F321,Southwest,SEA,DFW,2025-01-07 04:05:00,2025-01-07,04:05:00,182,On-time,803,8,1
F1235,United,ATL,SFO,2023-11-20 13:24:00,2023-11-20,13:24:00,186,On-time,1322,9,0
F1261,American Airlines,JFK,SEA,2024-01-10 14:03:00,2024-01-10,14:03:00,258,On-time,1128,14,0
F133,Delta,SEA,ORD,2024-05-08 12:29:00,2024-05-08,12:29:00,256,On-time,1854,12,0
F1538,Southwest,JFK,JFK,2023-07-16 21:43:00,2023-07-16,21:43:00,242,On-time,1358,18,0
F119,American Airlines,DFW,JFK,2023-12-09 05:02:00,2023-12-09,05:02:00,170,On-time,1584,22,1
F1945,American Airlines,LAX,ATL,2023-10-05 03:27:00,2023-10-05,03:27:00,129,On-time,1080,1,0
F1862,Southwest,DEN,SFO,2023-09-17 10:17:00,2023-09-17,10:17:00,267,On-time,1366,16,0
F1839,JetBlue,SFO,SFO,2024-09-14 11:53:00,2024-09-14,11:53:00,209,On-time,1403,9,0
F1832,Southwest,SFO,ORD,2023-06-28 17:14:00,2023-06-28,17:14:00,204,On-time,1748,18,0
