Passenger_ID,Flight_ID,Price_USD,Travel_Purpose,Seat_Class,Bags_Checked,Check_in_Method,Seat_Selected,Booking_Days_In_Advance,No_Show
P4994,F674,460.1,Business,First,0,Mobile App,Middle,104,0
P4995,F784,203.78,Emergency,Economy,0,Mobile App,Aisle,86,0
P4996,F24,262.86,Leisure,Economy,3,Mobile App,Aisle,13,0
P4997,F913,294.83,Emergency,Economy,4,Mobile App,Middle,69,0
P4998,F262,254.37,Emergency,Economy,0,Mobile App,Window,15,0
P4999,F1914,241.1,Business,Business,1,Airport Kiosk,Window,43,0
P5000,F313,356.81,Emergency,Economy,1,Airport Kiosk,Middle,1,0
P5001,F1036,441.32,Business,Economy,0,Online,Middle,7,0
P5002,F1981,421.68,Emergency,Economy,1,Airport Kiosk,Middle,37,0
P5003,F1077,377.86,Family,Premium Economy,1,Airport Kiosk,Aisle,85,0
P5004,F1117,373.84,Family,Economy,0,Desk,Middle,88,0
P5005,F312,209.83,Leisure,Economy,2,Online,Middle,40,0
P5006,F1742,391.13,Family,Economy,1,Online,Middle,59,0
P5007,F1231,443.0,Emergency,Economy,1,Online,Middle,77,0
P5008,F1047,263.49,Emergency,Economy,0,Mobile App,Window,15,0
P5009,F950,363.35,Leisure,Premium Economy,3,Desk,Window,14,0
P5010,F916,371.65,Emergency,Economy,1,Desk,Middle,59,0
P5011,F831,330.79,Business,First,1,Online,Window,86,0
P5012,F1192,216.01,Emergency,Economy,1,Desk,Middle,23,0
P5013,F1057,277.38,Leisure,Economy,2,Online,Window,45,0
P5014,F579,376.93,Emergency,Economy,0,Mobile App,Window,68,0
P5015,F588,517.12,Family,Economy,2,Online,Window,64,0
P5016,F514,350.78,Leisure,Economy,0,Airport Kiosk,Middle,93,0
P5017,F1802,419.97,Family,Economy,0,Mobile App,Aisle,15,0
P5018,F1825,379.93,Family,Economy,1,Mobile App,Middle,67,0
P5019,F1645,290.04,Business,Economy,0,Airport Kiosk,Window,111,0
P5020,F1382,287.73,Emergency,Premium Economy,0,Online,Middle,101,0
P5021,F1112,277.7,Family,Economy,2,Mobile App,Window,45,0
P5022,F1563,163.55,Leisure,Economy,1,Mobile App,Aisle,113,0
P5023,F1083,310.34,Emergency,Premium Economy,0,Online,Aisle,65,0
P5024,F578,257.94,Emergency,Economy,0,Desk,Aisle,37,0
P5025,F929,436.87,Leisure,Economy,0,Mobile App,Middle,67,0
P5026,F1771,463.17,Business,Business,0,Airport Kiosk,Window,90,0
P5027,F1572,424.6,Leisure,Economy,1,Airport Kiosk,Aisle,46,0
P5028,F1051,491.75,Business,Economy,1,Airport Kiosk,Aisle,43,0
P5029,F1934,515.43,Leisure,Economy,0,Airport Kiosk,Aisle,21,0
P5030,F691,41.96,Emergency,Premium Economy,0,Desk,Middle,119,0
P5031,F1055,341.26,Family,Premium Economy,0,Online,Aisle,88,0
P5032,F1596,341.89,Business,Economy,1,Mobile App,Middle,81,0
P5033,F1146,294.93,Business,Economy,1,Desk,Window,22,0
P5034,F890,331.48,Leisure,Economy,2,Mobile App,Aisle,100,0
P5035,F708,512.13,Business,Business,2,Airport Kiosk,Middle,1,0
P5036,F639,322.12,Family,Premium Economy,0,Online,Aisle,19,0
P5037,F446,362.25,Family,Economy,1,Desk,Aisle,43,0
P5038,F77,375.07,Leisure,Economy,0,Online,Window,109,0
P5039,F326,296.18,Leisure,Economy,1,Desk,Aisle,54,0
P5040,F653,315.36,Family,Premium Economy,2,Desk,Window,95,0
P5041,F827,389.31,Family,Economy,0,Online,Window,96,0
P5042,F569,249.85,Leisure,Premium Economy,1,Online,Window,20,0
P5043,F21,339.23,Family,Business,1,Online,Aisle,12,0
P5044,F36,249.01,Business,Premium Economy,0,Mobile App,Aisle,74,0
P5045,F899,250.88,Business,Premium Economy,1,Desk,Window,29,0
P5046,F816,399.3,Emergency,Economy,1,Desk,Window,16,0
P5047,F51,300.74,Leisure,Business,0,Desk,Window,67,0
P5048,F1217,206.5,Emergency,Premium Economy,0,Mobile App,Aisle,46,0
P5049,F588,378.88,Business,Economy,2,Online,Window,62,0
P5050,F72,396.29,Emergency,Economy,1,Airport Kiosk,Middle,12,0
P5051,F1062,164.16,Business,Economy,2,Airport Kiosk,Window,65,0
P5052,F1842,286.06,Leisure,Premium Economy,0,Desk,Window,118,0
P5053,F110,390.52,Emergency,Premium Economy,1,Airport Kiosk,Middle,62,0
P5054,F694,386.12,Emergency,Business,1,Online,Middle,108,0
P5055,F1554,412.5,Business,Economy,0,Airport Kiosk,Window,10,0
P5056,F1762,261.73,Leisure,Economy,2,Desk,Window,41,0
P5057,F1968,419.18,Leisure,Economy,2,Online,Aisle,12,0
P5058,F1676,227.41,Business,Economy,1,Online,Window,51,0
P5059,F1043,337.69,Emergency,Business,3,Desk,Window,49,0
P5060,F1457,381.1,Business,Economy,1,Airport Kiosk,Window,30,0
P5061,F1041,344.9,Leisure,Economy,1,Airport Kiosk,Aisle,31,1
P5062,F712,518.11,Leisure,Premium Economy,1,Online,Aisle,96,0
P5063,F583,433.41,Leisure,Economy,1,Mobile App,Aisle,101,0
P5064,F855,492.37,Family,First,1,Mobile App,Aisle,83,0
P5065,F268,511.2,Business,Premium Economy,0,Desk,Window,3,0
P5066,F1898,226.28,Business,Economy,1,Mobile App,Middle,71,0
P5067,F1145,313.84,Emergency,Business,0,Desk,Window,53,0
P5068,F972,325.45,Emergency,Economy,1,Mobile App,Middle,114,0
P5069,F678,371.73,Leisure,Business,2,Desk,Window,110,0
P5070,F422,374.99,Emergency,Premium Economy,0,Online,Window,78,0
P5071,F813,411.26,Family,Economy,1,Mobile App,Middle,115,0
P5072,F454,339.26,Leisure,Economy,0,Desk,Middle,51,0
P5073,F1879,264.5,Family,Economy,0,Desk,Window,45,0
P5074,F447,438.85,Family,Economy,1,Desk,Middle,10,0
P5075,F618,357.3,Family,Economy,0,Mobile App,Window,94,0
P5076,F203,491.11,Leisure,Premium Economy,1,Mobile App,Middle,45,0
P5077,F1800,210.19,Leisure,Premium Economy,0,Desk,Middle,102,0
P5078,F1748,332.48,Business,Economy,1,Online,Aisle,14,0
P5079,F287,162.1,Leisure,Premium Economy,2,Online,Window,68,0
P5080,F269,422.69,Emergency,Premium Economy,0,Airport Kiosk,Window,51,0
P5081,F1262,430.63,Family,Business,1,Mobile App,Window,13,0
P5082,F1038,689.74,Leisure,Economy,0,Airport Kiosk,Window,15,0
P5083,F73,261.12,Leisure,Premium Economy,0,Online,Window,21,0
P5084,F1149,295.25,Family,Economy,0,Desk,Aisle,99,0
P5085,F1512,299.86,Business,Economy,0,Mobile App,Middle,103,0
P5086,F1757,509.59,Business,Economy,1,Online,Middle,66,0
P5087,F1503,275.48,Business,Economy,0,Online,Middle,97,0
P5088,F1871,633.78,Business,Premium Economy,0,Mobile App,Aisle,67,0
P5089,F275,307.92,Emergency,Business,1,Airport Kiosk,Middle,116,0
P5090,F580,495.38,Emergency,Economy,1,Desk,Window,85,0
P5091,F1923,379.26,Leisure,Premium Economy,0,Online,Window,69,0
P5092,F1203,318.07,Business,Economy,0,Airport Kiosk,Window,72,0
P5093,F1939,365.59,Leisure,Economy,2,Online,Aisle,43,0
P5094,F1533,395.32,Business,Business,1,Desk,Aisle,71,0
P5095,F1497,439.6,Emergency,Economy,0,Desk,Middle,63,0
P5096,F176,483.98,Business,Economy,1,Desk,Window,109,0
P5097,F792,477.76,Business,Economy,2,Mobile App,Aisle,59,0
P5098,F802,267.37,Leisure,Economy,1,Desk,Middle,111,0
P5099,F964,669.5,Emergency,First,1,Online,Window,102,0
P5100,F1743,366.69,Emergency,Economy,2,Mobile App,Window,111,0
P5101,F1680,494.95,Business,Economy,0,Desk,Window,114,0
P5102,F180,555.4,Family,Business,2,Online,Middle,66,0
P5103,F1054,313.36,Emergency,Economy,1,Airport Kiosk,Middle,33,0
P5104,F1391,347.98,Leisure,Economy,3,Desk,Window,20,0
P5105,F1139,299.63,Leisure,Business,0,Mobile App,Aisle,70,0
P5106,F576,374.78,Emergency,Economy,3,Desk,Middle,101,0
P5107,F1089,365.67,Family,Economy,1,Airport Kiosk,Middle,14,0
P5108,F1336,307.71,Business,Premium Economy,0,Airport Kiosk,Middle,19,0
P5109,F1524,437.72,Business,Premium Economy,0,Desk,Window,54,0
P5110,F988,492.52,Family,Premium Economy,1,Mobile App,Aisle,3,0
P5111,F1413,240.8,Business,Premium Economy,3,Airport Kiosk,Window,43,0
P5112,F1524,327.37,Family,Economy,0,Mobile App,Window,118,0
P5113,F454,425.34,Leisure,Economy,0,Mobile App,Middle,107,0
P5114,F915,322.33,Business,Economy,1,Airport Kiosk,Middle,41,0
P5115,F587,346.72,Leisure,Premium Economy,1,Mobile App,Middle,71,0
P5116,F924,293.28,Leisure,Premium Economy,0,Mobile App,Aisle,87,1
P5117,F1903,323.95,Business,Premium Economy,0,Airport Kiosk,Aisle,42,0
P5118,F1666,317.51,Emergency,Economy,1,Desk,Aisle,72,1
P5119,F1316,316.89,Emergency,First,2,Airport Kiosk,Window,71,0
P5120,F1285,434.06,Emergency,Economy,0,Desk,Window,85,0
P5121,F917,229.1,Leisure,Premium Economy,1,Online,Aisle,65,0
P5122,F146,458.78,Emergency,Economy,1,Online,Aisle,66,1
P5123,F1560,337.07,Leisure,Economy,1,Mobile App,Middle,9,0
P5124,F599,346.83,Business,Economy,2,Online,Middle,67,0
P5125,F1955,247.14,Emergency,Economy,3,Desk,Middle,20,0
P5126,F1740,467.85,Emergency,Economy,1,Desk,Aisle,11,0
P5127,F311,375.94,Family,Premium Economy,0,Airport Kiosk,Middle,80,0
P5128,F8,511.62,Family,Economy,1,Online,Aisle,85,0
P5129,F746,405.6,Emergency,Business,0,Desk,Middle,82,0
P5130,F1787,393.6,Emergency,Premium Economy,0,Mobile App,Aisle,116,0
P5131,F1878,45.67,Leisure,Economy,2,Airport Kiosk,Window,81,0
P5132,F398,343.79,Emergency,Premium Economy,1,Mobile App,Window,106,0
P5133,F1410,379.7,Emergency,Economy,1,Online,Middle,63,0
P5134,F911,406.71,Family,Economy,0,Online,Middle,24,0
P5135,F803,237.11,Family,Economy,4,Mobile App,Aisle,83,0
P5136,F516,388.64,Emergency,Economy,0,Airport Kiosk,Aisle,66,0
P5137,F544,218.82,Leisure,Premium Economy,1,Desk,Aisle,22,0
P5138,F491,395.33,Emergency,Economy,0,Desk,Aisle,14,0
P5139,F646,352.96,Leisure,Economy,1,Airport Kiosk,Middle,53,0
P5140,F1660,203.68,Business,Economy,0,Mobile App,Middle,12,0
P5141,F1662,443.63,Family,Economy,0,Mobile App,Aisle,116,0
P5142,F914,359.74,Leisure,Premium Economy,0,Mobile App,Middle,11,0
P5143,F715,490.6,Family,Business,0,Desk,Middle,66,0
P5144,F200,502.7,Leisure,Economy,1,Desk,Window,102,0
P5145,F1109,605.55,Leisure,Economy,1,Airport Kiosk,Window,81,0
P5146,F1886,294.78,Leisure,Premium Economy,3,Desk,Window,4,1
P5147,F1178,273.22,Family,Business,0,Mobile App,Window,15,0
P5148,F1575,339.54,Family,Premium Economy,0,Online,Middle,15,0
P5149,F1484,437.91,Business,Economy,0,Airport Kiosk,Window,114,0
P5150,F493,592.43,Family,Economy,2,Airport Kiosk,Window,81,0
P5151,F1600,453.36,Business,Premium Economy,1,Online,Middle,82,0
P5152,F102,264.69,Emergency,Economy,1,Airport Kiosk,Aisle,62,0
P5153,F1773,487.36,Leisure,Economy,2,Desk,Window,58,1
P5154,F452,241.44,Business,Business,1,Desk,Aisle,95,0
P5155,F1721,359.32,Business,Premium Economy,2,Online,Aisle,26,0
P5156,F724,344.91,Business,Premium Economy,1,Online,Middle,6,0
P5157,F610,383.67,Business,Economy,1,Mobile App,Middle,32,0
P5158,F615,264.49,Emergency,First,3,Airport Kiosk,Middle,53,0
P5159,F1184,484.02,Emergency,Premium Economy,0,Desk,Aisle,52,0
P5160,F1541,436.16,Leisure,Economy,1,Desk,Aisle,70,0
P5161,F1917,475.44,Business,Economy,1,Airport Kiosk,Window,45,0
P5162,F287,294.06,Family,Economy,2,Online,Window,80,0
P5163,F1546,311.1,Leisure,Economy,3,Desk,Aisle,46,0
P5164,F1415,439.46,Leisure,Economy,0,Online,Window,59,0
P5165,F427,408.18,Business,Economy,3,Online,Aisle,46,0
P5166,F122,252.84,Business,Economy,0,Online,Window,92,0
P5167,F146,465.88,Emergency,Premium Economy,0,Desk,Middle,116,0
P5168,F1127,634.37,Emergency,Economy,4,Desk,Middle,25,0
P5169,F1291,645.47,Business,Premium Economy,1,Airport Kiosk,Aisle,21,0
P5170,F1313,415.45,Family,Economy,1,Online,Middle,29,0
P5171,F1716,227.77,Family,Economy,2,Airport Kiosk,Window,100,0
P5172,F543,291.77,Family,Business,1,Desk,Middle,89,0
P5173,F989,435.95,Family,Premium Economy,2,Online,Aisle,28,0
P5174,F529,160.67,Family,Economy,0,Desk,Aisle,29,0
P5175,F1530,424.16,Emergency,Business,3,Desk,Window,117,0
P5176,F119,454.11,Family,Economy,0,Online,Middle,11,0
P5177,F1796,341.9,Emergency,Economy,2,Mobile App,Aisle,93,0
P5178,F615,384.56,Business,Economy,4,Mobile App,Window,118,0
P5179,F330,417.59,Business,Business,2,Desk,Middle,63,0
P5180,F1894,437.24,Emergency,Economy,1,Online,Middle,77,0
P5181,F1290,214.49,Family,Economy,0,Mobile App,Middle,37,0
P5182,F1744,335.52,Leisure,Economy,1,Mobile App,Window,64,0
P5183,F618,376.52,Family,First,2,Mobile App,Middle,4,0
P5184,F21,369.47,Leisure,Business,0,Desk,Middle,53,1
P5185,F859,361.04,Emergency,Economy,2,Desk,Window,85,0
P5186,F889,347.3,Leisure,Economy,2,Online,Aisle,64,0
P5187,F718,135.19,Leisure,Premium Economy,0,Online,Aisle,32,0
P5188,F40,422.83,Emergency,Economy,0,Airport Kiosk,Window,12,0
P5189,F1948,324.39,Emergency,Economy,2,Online,Middle,5,0
P5190,F233,354.02,Emergency,Premium Economy,2,Mobile App,Aisle,62,0
P5191,F1668,271.91,Emergency,Economy,0,Online,Aisle,62,0
P5192,F1083,336.31,Emergency,Economy,2,Desk,Aisle,6,0
P5193,F500,291.58,Emergency,Economy,0,Desk,Middle,100,0
P5194,F1166,503.04,Leisure,First,3,Online,Middle,48,0
P5195,F1657,280.0,Business,Business,2,Mobile App,Aisle,88,0
P5196,F416,406.28,Family,Economy,1,Desk,Aisle,79,0
P5197,F876,324.17,Family,Business,2,Airport Kiosk,Window,54,1
P5198,F775,361.46,Business,First,1,Desk,Window,115,0
P5199,F98,346.07,Emergency,Economy,1,Desk,Window,95,0
P5200,F391,367.32,Emergency,Economy,0,Mobile App,Window,53,0
P5201,F497,390.26,Business,Economy,3,Airport Kiosk,Window,81,0
P5202,F1720,527.28,Family,Economy,2,Desk,Middle,100,0
P5203,F1909,457.38,Leisure,Economy,1,Online,Window,111,1
P5204,F1238,415.04,Leisure,Business,0,Desk,Middle,85,0
P5205,F1018,402.84,Emergency,Economy,1,Airport Kiosk,Window,35,0
P5206,F993,185.55,Emergency,Business,0,Mobile App,Window,106,0
P5207,F1010,328.24,Business,Economy,0,Online,Middle,8,0
P5208,F321,272.15,Leisure,Premium Economy,2,Desk,Middle,66,0
P5209,F1642,275.11,Leisure,First,0,Online,Middle,11,0
P5210,F1626,239.42,Family,Premium Economy,1,Online,Aisle,5,0
P5211,F1331,194.52,Business,Premium Economy,2,Online,Aisle,36,0
P5212,F300,379.05,Leisure,Business,0,Online,Middle,49,0
P5213,F463,448.52,Emergency,Economy,0,Airport Kiosk,Window,118,1
P5214,F1904,344.47,Leisure,Economy,0,Online,Window,95,0
P5215,F1754,280.36,Business,Premium Economy,2,Online,Middle,118,0
P5216,F1877,359.12,Family,Business,2,Airport Kiosk,Middle,78,0
P5217,F381,413.04,Business,Economy,1,Airport Kiosk,Middle,9,0
P5218,F1495,250.6,Emergency,Premium Economy,1,Desk,Middle,91,0
P5219,F835,256.99,Family,Economy,0,Desk,Middle,108,0
P5220,F78,271.7,Leisure,Premium Economy,0,Desk,Aisle,60,0
P5221,F102,214.68,Emergency,Premium Economy,1,Airport Kiosk,Aisle,29,0
P5222,F1794,293.69,Leisure,Premium Economy,0,Online,Middle,72,0
P5223,F860,250.25,Business,Economy,1,Airport Kiosk,Window,77,0
P5224,F1879,547.49,Leisure,Premium Economy,0,Online,Aisle,18,0
P5225,F1230,319.57,Business,Business,1,Online,Middle,55,0
P5226,F1915,309.83,Business,Business,2,Online,Aisle,16,0
P5227,F1049,353.42,Family,First,2,Airport Kiosk,Middle,119,0
P5228,F1963,317.45,Emergency,Economy,3,Airport Kiosk,Aisle,57,0
P5229,F1491,227.76,Family,Premium Economy,0,Online,Aisle,18,0
P5230,F208,397.31,Emergency,Business,0,Mobile App,Window,71,0
P5231,F34,389.36,Family,Economy,2,Online,Aisle,93,0
P5232,F68,232.24,Emergency,Economy,2,Mobile App,Window,17,0
P5233,F394,485.64,Emergency,Business,0,Online,Middle,18,0
P5234,F1853,378.07,Family,Premium Economy,0,Desk,Aisle,110,0
P5235,F1178,157.86,Family,Economy,2,Online,Aisle,70,1
P5236,F1449,345.8,Family,Business,1,Online,Middle,60,1
P5237,F743,340.81,Business,Economy,0,Mobile App,Middle,85,0
P5238,F557,378.38,Business,Economy,0,Online,Aisle,30,0
P5239,F1190,320.69,Emergency,Economy,0,Mobile App,Window,112,0
P5240,F517,502.32,Business,Economy,0,Mobile App,Aisle,9,0
P5241,F1056,471.72,Family,Economy,2,Desk,Window,107,1
P5242,F1099,336.66,Emergency,Economy,5,Airport Kiosk,Aisle,36,0
P5243,F969,606.7,Leisure,Economy,0,Desk,Window,4,0
P5244,F35,311.9,Leisure,Economy,2,Online,Window,12,0
P5245,F40,333.74,Family,Business,0,Online,Middle,8,0
P5246,F369,351.82,Emergency,Economy,0,Airport Kiosk,Window,81,0
P5247,F1492,351.59,Family,First,0,Airport Kiosk,Middle,71,0
P5248,F1985,241.53,Family,Premium Economy,1,Airport Kiosk,Window,12,1
P5249,F197,362.56,Leisure,First,1,Mobile App,Middle,100,0
P5250,F1370,452.69,Emergency,Premium Economy,0,Online,Middle,81,0
P5251,F1245,122.97,Leisure,Premium Economy,1,Airport Kiosk,Aisle,18,0
P5252,F1624,538.09,Emergency,Economy,1,Online,Middle,26,0
P5253,F250,239.52,Family,Economy,2,Mobile App,Window,2,0
P5254,F1063,230.15,Business,Economy,0,Desk,Middle,54,0
P5255,F290,269.2,Business,Economy,0,Airport Kiosk,Aisle,75,0
P5256,F682,388.4,Family,Economy,1,Desk,Aisle,97,0
P5257,F1528,338.98,Business,Economy,0,Online,Window,16,0
P5258,F524,341.29,Business,Economy,3,Online,Window,39,0
P5259,F543,351.62,Business,Business,0,Desk,Middle,79,0
P5260,F1010,264.48,Emergency,Premium Economy,1,Online,Window,97,0
P5261,F1179,301.92,Family,Economy,0,Desk,Middle,19,0
P5262,F1073,398.45,Business,Business,1,Desk,Middle,104,0
P5263,F1991,-14.92,Emergency,Economy,4,Airport Kiosk,Window,17,0
P5264,F355,460.77,Family,Economy,0,Online,Aisle,18,0
P5265,F675,332.7,Family,Premium Economy,1,Mobile App,Window,111,0
P5266,F138,91.63,Emergency,Economy,1,Airport Kiosk,Middle,3,0
P5267,F868,379.06,Business,Economy,2,Airport Kiosk,Aisle,71,0
P5268,F602,379.09,Family,Economy,2,Airport Kiosk,Middle,82,0
P5269,F633,138.28,Family,Economy,1,Airport Kiosk,Window,101,0
P5270,F1764,565.04,Emergency,Premium Economy,5,Airport Kiosk,Window,87,0
P5271,F270,-24.15,Emergency,Economy,0,Desk,Middle,66,0
P5272,F1326,434.41,Leisure,Economy,1,Desk,Middle,33,0
P5273,F745,419.22,Emergency,Business,1,Online,Window,21,0
P5274,F1633,280.57,Emergency,Economy,2,Desk,Middle,5,0
P5275,F405,314.77,Leisure,Premium Economy,0,Airport Kiosk,Aisle,47,0
P5276,F659,436.5,Business,Premium Economy,2,Online,Window,62,0
P5277,F627,183.02,Leisure,Economy,1,Airport Kiosk,Middle,8,0
P5278,F659,274.19,Business,Economy,1,Mobile App,Aisle,20,0
P5279,F1338,197.23,Family,Economy,0,Online,Middle,119,0
P5280,F1506,235.15,Family,Premium Economy,0,Mobile App,Aisle,58,0
P5281,F1388,367.71,Leisure,Economy,4,Online,Window,68,1
P5282,F497,224.19,Emergency,Economy,0,Mobile App,Aisle,44,0
P5283,F1868,411.52,Family,Economy,1,Online,Aisle,112,0
P5284,F1299,361.23,Family,Business,0,Online,Middle,67,0
P5285,F487,405.47,Emergency,Economy,1,Online,Middle,83,1
P5286,F993,404.71,Family,Premium Economy,0,Airport Kiosk,Aisle,18,0
P5287,F1249,191.03,Emergency,Economy,1,Mobile App,Aisle,92,0
P5288,F1432,135.49,Emergency,Economy,3,Airport Kiosk,Middle,92,0
P5289,F1474,454.5,Family,Economy,2,Airport Kiosk,Middle,42,0
P5290,F1443,376.78,Family,Economy,0,Airport Kiosk,Window,111,0
P5291,F511,437.78,Business,Economy,3,Mobile App,Middle,85,0
P5292,F307,363.97,Emergency,Business,0,Airport Kiosk,Middle,44,0
P5293,F1097,300.49,Leisure,Business,1,Desk,Middle,20,0
P5294,F152,166.02,Emergency,Economy,2,Mobile App,Aisle,107,0
P5295,F1513,363.75,Emergency,Economy,0,Airport Kiosk,Window,19,0
P5296,F844,348.69,Family,Economy,0,Online,Middle,101,0
P5297,F57,363.05,Emergency,Premium Economy,2,Desk,Middle,114,0
P5298,F1881,306.51,Family,Business,0,Mobile App,Aisle,42,0
P5299,F1410,312.3,Business,Economy,2,Desk,Window,16,0
P5300,F1972,388.21,Family,Economy,0,Online,Middle,109,0
P5301,F905,412.89,Emergency,Business,0,Online,Window,116,0
P5302,F1907,321.16,Leisure,Economy,2,Airport Kiosk,Middle,32,0
P5303,F1419,386.08,Family,Economy,0,Airport Kiosk,Middle,29,0
P5304,F1840,364.57,Leisure,Business,1,Desk,Middle,52,0
P5305,F1783,417.28,Emergency,Economy,2,Desk,Aisle,104,0
P5306,F864,534.04,Emergency,Economy,2,Online,Middle,14,0
P5307,F648,434.07,Family,Economy,1,Airport Kiosk,Middle,31,0
P5308,F1419,315.89,Leisure,Business,1,Airport Kiosk,Middle,114,0
P5309,F131,211.39,Business,Premium Economy,1,Desk,Window,1,0
P5310,F7,336.11,Leisure,Economy,1,Airport Kiosk,Window,27,0
P5311,F1047,173.11,Business,Economy,2,Mobile App,Window,47,0
P5312,F1308,269.07,Emergency,Business,1,Desk,Aisle,69,0
P5313,F1880,379.22,Emergency,Economy,0,Airport Kiosk,Window,35,0
P5314,F260,429.78,Family,Business,0,Airport Kiosk,Aisle,15,1
P5315,F687,289.91,Emergency,Premium Economy,3,Online,Middle,100,0
P5316,F1903,413.26,Family,Economy,1,Desk,Window,113,0
P5317,F941,303.32,Emergency,Business,1,Mobile App,Aisle,99,0
P5318,F574,334.39,Business,Economy,1,Airport Kiosk,Aisle,109,0
P5319,F1292,284.24,Leisure,Economy,2,Mobile App,Middle,1,0
P5320,F1582,484.99,Family,Economy,2,Desk,Aisle,42,0
P5321,F582,383.62,Family,Economy,0,Mobile App,Middle,25,0
P5322,F1058,232.76,Family,Economy,1,Online,Aisle,2,0
P5323,F1164,305.29,Emergency,Economy,0,Mobile App,Middle,50,0
P5324,F1020,245.73,Leisure,Economy,1,Online,Aisle,79,0
P5325,F1487,384.46,Family,Economy,2,Desk,Aisle,9,0
P5326,F590,308.24,Emergency,Economy,3,Online,Window,21,0
P5327,F746,376.45,Leisure,Premium Economy,0,Airport Kiosk,Window,45,0
P5328,F421,538.9,Business,First,1,Online,Middle,50,0
P5329,F921,212.83,Business,First,0,Desk,Aisle,117,0
P5330,F1981,210.79,Emergency,Economy,0,Airport Kiosk,Aisle,28,1
P5331,F1396,379.14,Emergency,Economy,2,Online,Window,43,0
P5332,F313,420.89,Emergency,Premium Economy,1,Airport Kiosk,Aisle,116,0
P5333,F1668,306.59,Emergency,Economy,0,Airport Kiosk,Window,47,0
P5334,F1357,308.84,Family,Premium Economy,0,Mobile App,Window,25,0
P5335,F100,322.85,Family,Premium Economy,1,Mobile App,Aisle,67,0
P5336,F1670,258.44,Leisure,Economy,0,Online,Aisle,99,0
P5337,F1783,394.52,Emergency,Economy,1,Online,Aisle,76,0
P5338,F1539,532.19,Family,Premium Economy,1,Desk,Window,80,0
P5339,F1469,489.48,Leisure,First,0,Desk,Middle,33,0
P5340,F814,291.59,Family,Economy,2,Desk,Middle,97,0
P5341,F683,605.74,Leisure,Economy,1,Airport Kiosk,Middle,0,0
P5342,F295,266.64,Leisure,First,1,Online,Window,90,0
P5343,F1652,370.86,Leisure,Premium Economy,1,Mobile App,Middle,0,0
P5344,F64,428.77,Leisure,Premium Economy,1,Online,Window,41,0
P5345,F1081,558.19,Emergency,Economy,0,Desk,Aisle,4,0
P5346,F1455,329.88,Leisure,Economy,1,Mobile App,Window,65,1
P5347,F1321,388.68,Leisure,Economy,1,Desk,Aisle,50,0
P5348,F459,263.44,Leisure,Economy,2,Online,Window,30,0
P5349,F1678,377.17,Business,Economy,0,Desk,Window,105,0
P5350,F1294,354.79,Family,Economy,1,Desk,Middle,87,0
P5351,F93,381.85,Emergency,Economy,1,Airport Kiosk,Aisle,102,0
P5352,F407,374.89,Family,Business,1,Mobile App,Middle,67,0
P5353,F386,241.55,Business,Economy,0,Airport Kiosk,Middle,44,0
P5354,F1443,386.97,Emergency,Economy,1,Online,Window,109,0
P5355,F840,251.61,Leisure,Economy,0,Desk,Aisle,80,0
P5356,F547,218.02,Leisure,Business,0,Airport Kiosk,Window,87,0
P5357,F1407,490.01,Family,Premium Economy,1,Airport Kiosk,Window,95,0
P5358,F825,413.28,Family,Economy,1,Online,Middle,51,0
P5359,F1076,258.62,Family,Economy,0,Mobile App,Aisle,32,0
P5360,F1032,316.79,Business,Economy,3,Online,Aisle,67,0
P5361,F1379,254.78,Emergency,Economy,1,Mobile App,Middle,4,0
P5362,F754,480.75,Leisure,Economy,0,Desk,Window,38,0
P5363,F607,264.3,Leisure,Premium Economy,1,Airport Kiosk,Window,16,1
P5364,F987,499.54,Emergency,Economy,1,Online,Middle,60,0
P5365,F1059,341.89,Leisure,Premium Economy,2,Mobile App,Middle,14,0
P5366,F1833,239.88,Business,Economy,0,Airport Kiosk,Aisle,32,0
P5367,F1222,403.41,Family,Economy,0,Airport Kiosk,Window,114,0
P5368,F1411,452.34,Business,Premium Economy,1,Desk,Middle,69,0
P5369,F951,334.95,Leisure,Economy,1,Mobile App,Window,91,0
P5370,F194,338.96,Leisure,Business,0,Mobile App,Middle,14,0
P5371,F1975,420.46,Family,Economy,1,Airport Kiosk,Aisle,50,0
P5372,F911,288.76,Business,Business,0,Mobile App,Middle,32,0
P5373,F747,357.58,Emergency,Premium Economy,0,Mobile App,Middle,73,0
P5374,F1591,281.75,Family,Economy,1,Airport Kiosk,Aisle,79,1
P5375,F743,385.07,Leisure,Economy,2,Airport Kiosk,Aisle,112,0
P5376,F1043,404.29,Family,Economy,1,Mobile App,Window,22,0
P5377,F1917,403.86,Emergency,Economy,2,Desk,Aisle,12,0
P5378,F1690,332.79,Family,Economy,0,Online,Aisle,16,0
P5379,F197,313.45,Emergency,Business,0,Airport Kiosk,Aisle,99,0
P5380,F1381,271.66,Emergency,Economy,0,Online,Aisle,72,0
P5381,F1927,259.57,Emergency,Economy,2,Mobile App,Aisle,75,0
P5382,F1186,576.14,Family,Premium Economy,2,Mobile App,Middle,13,1
P5383,F632,418.4,Leisure,Premium Economy,0,Desk,Middle,91,0
P5384,F263,385.64,Leisure,Economy,2,Airport Kiosk,Middle,3,0
P5385,F884,353.29,Business,Business,1,Online,Aisle,27,0
P5386,F1900,337.55,Leisure,Economy,1,Mobile App,Middle,82,0
